pergunta,resposta,tokens_prompt,tokens_resposta,tokens_total
"Qual o endereço eletrônico para acessar a área de ensino do site do Hospital Escola, conforme descrito no documento?","O endereço eletrônico para acessar a área de ensino do site do Hospital Escola é:

https://www.gov.br/ebserh/pt-br/hospitais-universitarios/regiao-sul/he-ufpel/ensino-e-pesquisa

Este link está presente no Documento 1 e também é mencionado em outros documentos fornecidos, evidenciando a consistência na informação para o acesso à área de ensino no site oficial do Hospital Escola.",69205,95,69300
Quais são os horários de funcionamento do restaurante Bandejão e quais os procedimentos para o agendamento das refeições de almoço aos domingos e feriados e jantar diariamente?,"O horário de funcionamento do restaurante Bandejão é de 11h30 às 14h de segunda a sábado e, aos domingos e feriados, o almoço será servido na copa do HE. Já o jantar é servido diariamente das 20h às 22h na copa do HE, com agendamento semanal prévio que deve ser encaminhado até às 13h30 do dia de envio, ou pode ser realizada uma adesão programada por semana. Para agendar o almoço aos domingos e feriados, assim como o jantar diariamente, o residente ou qualquer colaborador deve entrar em contato com a Copa Central pelo telefone 3284.4961 (ligação externa) ou pelo ramal 4961 (ligação interna), confirmando a necessidade de consumo. A adesão para o almoço aos domingos e feriados deve ser feita no sábado ou na véspera do feriado.",61313,183,61496
"Quais são os medicamentos que compõem o RHZE, utilizado no tratamento da tuberculose, e em quais dosagens são disponibilizados pelo hospital?","O tratamento da tuberculose é composto pelos medicamentos RHZE, que são a Rifampicina 150mg, Isoniazida 75mg, Pirazinamida 400mg e Etambutol 275mg. Além disso, há disponibilidade de Rifampicina 300mg e Isoniazida 100mg. As dosagens para administração seguem conforme a padronização do Manual de Recomendações para o Controle da Tuberculose no Brasil, disponibilizado pelo Ministério da Saúde. 

As solicitações de medicamentos para esquemas especiais de tratamento devem seguir as orientações do Programa Estadual da Tuberculose, que podem ser solicitadas à Farmácia ou impressas no Sistema ADS Hospitalar, aba Documentos, pasta Farmácia. 

Portanto, a resposta final é que os medicamentos que compõem o RHZE são Rifampicina 150mg, Isoniazida 75mg, Pirazinamida 400mg e Etambutol 275mg, além de Rifampicina 300mg e Isoniazida 100mg, disponíveis para solicitação por prescrição eletrônica no AGHUX ou, em casos excepcionais, por prescrição manual assinada e ident",39486,240,39726
"De acordo com o documento, qual o procedimento para notificação de gestantes com diagnóstico prévio ou atual de sífilis, toxoplasmose e HIV?","As gestantes com diagnóstico prévio ou atual de sífilis, toxoplasmose e HIV devem ser notificadas pelo residente da obstetrícia no momento da admissão, independentemente da realização de pré-natal ou de já ter sido notificada previamente. Os enfermeiros da obstetrícia são responsáveis por notificar todos os pacientes que apresentam teste rápido positivo para HIV, sífilis, HCV ou HBsAg durante a triagem obstétrica. Enfermeiros também notificam pacientes com síndrome gripal que realizam teste rápido para COVID-19 e/ou RT-PCR. Médicos e enfermeiros devem notificar casos de síndrome respiratória aguda grave (SRAG) conforme rotina da unidade. As fichas de notificação estão disponíveis no sistema ADS Hospitalar, na seção de Documentos, no Núcleo Hospitalar de Epidemiologia. As notificações originais devem ser entregues ao escriturário de cada unidade, que as encaminhará imediatamente ao Núcleo Hospitalar de Epidemiologia (NHE).",65693,233,65926
"Quais são as faixas etárias atendidas pelo Screening Tool for Risk on Nutritional Status and Growth (STRONGkids-2010), e como é o acompanhamento diário desses pacientes?","As faixas etárias atendidas pelo Screening Tool for Risk on Nutritional Status and Growth (STRONGkids-2010) são de pacientes acima de 1 mês de vida até 17 anos e 11 meses. O acompanhamento diário desses pacientes inclui:

- Avaliação da aceitação da dieta prescrita.
- Avaliação da ingestão alimentar.
- Análise da dieta.
- Medidas antropométricas.
- Acompanhamento de exames laboratoriais.
- Adaptação da dieta via oral, considerando consistência, preparações, suplementação e ajuste das necessidades de calorias, macronutrientes e/ou micronutrientes.

Se houver necessidade de terapia nutricional enteral ou parenteral, a avaliação da Equipe Multiprofissional de Terapia Nutricional (EMTN) é solicitada por meio de consultoria para a Nutrição Clínica. A interrupção ou substituição da terapia nutricional deve ser discutida com a EMTN para tomada de decisão em equipe.",51259,217,51476
"Quais são os critérios de inelegibilidade para o Serviço de Atendimento Domiciliar (SAD), conforme descrito no documento?","Os critérios de inelegibilidade para o Serviço de Atendimento Domiciliar (SAD) incluem:

1. Residência da pessoa fora dos limites de atuação do serviço, como a zona rural da cidade ou municípios vizinhos.
2. Ausência de cuidador disponível para receber orientações e auxiliar no cuidado.
3. Local de moradia que ofereça risco à equipe.
4. Não concordância com os termos de atuação da equipe, conforme explicado na primeira avaliação.

Estes critérios são mencionados em vários documentos e estão alinhados com as diretrizes para admissão e acompanhamento no Serviço de Atendimento Domiciliar (SAD) do HE-UFPel, que estabelece claramente que pacientes que não atendem a esses critérios não serão admitidos no programa.",59230,179,59409
"Quais escalas são utilizadas para avaliar o risco de quedas em pacientes adultos e crianças, respectivamente, e como são identificados os pacientes adultos com risco alto de quedas?","As escalas utilizadas para avaliar o risco de quedas em pacientes adultos e crianças são, respectivamente, a Morse Fall Scale (MFS) e a Escala Humpty Dumpty. Pacientes adultos com risco alto de quedas são identificados com uma pulseira amarela, servindo como alerta para todos os profissionais que prestam assistência, para que possam aplicar as medidas preventivas de quedas conforme o protocolo institucional.",46699,102,46801
"De acordo com o texto, qual a exigência do TCLE em relação ao fornecimento do documento original aos participantes da pesquisa, incluindo detalhes sobre assinaturas e rubricas?","O TCLE (Termo de Consentimento Livre e Esclarecido) deve assegurar de forma clara e afirmativa que o participante da pesquisa receberá uma via original do documento, assinada pelo participante da pesquisa (ou seu representante legal) e pelo pesquisador, e rubricada em todas as páginas por ambos. Isso está de acordo com a Resolução CNS no 466/2012, item IV.3.d, que prevê que o TCLE deve assegurar ao indivíduo plena liberdade para se recusar a participar do estudo, sem qualquer penalização. Adicionalmente, o TCLE deve conter informações sobre os meios de contato com o pesquisador responsável e com o Sistema CEP/CONEP, e deve explicitar a garantia de ressarcimento e como serão cobertas as despesas dos participantes decorrentes da pesquisa. Ainda, conforme a Resolução CNS no 441/2011, para a retirada de consentimento, especialmente quando relacionada à remoção de material biológico de um biobanco ou biorrepositório, não é necessário um manifesto por escrito, exceto nessa situação específica.",63589,250,63839
"Quais documentos estão disponíveis no site do HE-UFPel para pesquisas acadêmicas, científicas, relatos de casos e estudos clínicos, conforme descrito no documento?","No site do Hospital Escola da Universidade Federal de Pelotas (HE-UFPel), gerido pela Empresa Brasileira de Serviços Hospitalares (EBSERH), estão disponíveis os seguintes documentos para pesquisas acadêmicas, científicas, relatos de casos e estudos clínicos:

- Termo de Confidencialidade e Sigilo para Coleta de Dados
- Termo de Compromisso de Devolução Científica (não é necessário para estudos clínicos)
- Formulário de Solicitação para Consulta de Prontuários e Dados Institucionais (se necessário)
- Termo de Autorização de Chefia para Participação em Pesquisa (somente para empregados da EBSERH)
- Termo de Consentimento Livre e Esclarecido (TCLE) / Termo de Assentimento Livre e Esclarecido (TALE)

Esses documentos são essenciais para a formalização de pesquisas no HE-UFPel, permitindo o acesso e a coleta de dados de forma ética e regulamentada, conforme as diretrizes e normas estabelecidas. As pesquisas devem ser submetidas ao Comitê de Ética em Pesquisa (CEP) e, quando aprovadas, os pesquisadores devem anexar o Parecer Consubstanciado no",52514,263,52777
"Quais são os objetivos e o material necessário para estabelecer a rotina de criação do processo SEI para solicitações de autorização de pesquisas acadêmicas, científicas, relatos de caso e estudos clínicos no Hospital Escola-UFPEL/Ebserh?","Para estabelecer a rotina de criação do processo SEI para solicitação de autorização às chefias dos setores envolvidos, para a realização de pesquisas acadêmicas, científicas, relatos de caso e estudos clínicos no Hospital Escola-UFPEL/Ebserh, é necessário seguir os seguintes objetivos e materiais:

**Objetivos:**
1. Estabelecer a rotina de criação do processo SEI para solicitação de autorização.
2. Manter registros atualizados junto ao sistema de informações.

**Material necessário:**
- Computador com acesso à internet.
- Documentos específicos disponíveis no site do HE-UFPel, como:
  - Termo de Confidencialidade e Sigilo para Coleta de Dados.
  - Termo de Compromisso de Devolução Científica (não necessário para estudos clínicos).
  - Formulário de Solicitação para Consulta de Prontuários e Dados Institucionais (se necessário).
  - Termo de Autorização de Chefia para Participação em Pesquisa (somente para empregados da EBSERH).
  - Termo de Consentimento Livre e Esclarecido (TCLE) / Termo de Assentimento Livre e Esclarecido (TALE).

**Procedimentos:**
1.",81197,267,81464
Qual o procedimento a ser seguido pelo responsável pela acolhida 72 horas antes da data agendada para a atividade de acolhimento dos alunos?,"O responsável pela acolhida deve, 72 horas antes da data agendada para a atividade de acolhimento dos alunos, realizar os seguintes procedimentos:

1. Enviar um e-mail ao docente responsável pelo estágio, confirmando a realização da atividade e informando sobre o dia, horário e local da acolhida.
2. Solicitar ao assistente administrativo da Gerência de Ensino e Pesquisa (GEP) a impressão da lista de presença (Formulário GEP 016) e dos crachás dos alunos, que serão utilizados para o acesso ao hospital.
3. O assistente administrativo da GEP deverá imprimir e arquivar a lista de presença na pasta física ""ACOLHIDAS GEP"" e os crachás serão entregues ao responsável pela acolhida.

Estes passos garantem que a acolhida seja efetivamente realizada, com todos os alunos devidamente registrados e identificados para acesso ao hospital.",96605,208,96813
"Quais arquivos devem ser anexados ao e-mail enviado aos residentes, supervisores e coordenadores dos programas, conforme descrito no documento?","Os arquivos que devem ser anexados ao e-mail enviado aos residentes, supervisores e coordenadores dos programas, conforme descrito no Documento 1, são:

- **Programação da Acolhida**
- **Código de Ética e Conduta dos Residentes e Acadêmicos**
- **Fluxograma de Exposição Biológica**
- **Manual do Residente**
- **Tutorial de Acesso ao Portal de Periódicos da CAPES**
- **Política de Segurança da Informação e Comunicação**
- **Política de Utilização dos Recursos de Tecnologia da Informação**
- **UPTODATE - Cartão de Referência Rápida**

Esses arquivos são salvos na pasta digital ""GERÊNCIA DE ENSINO E PESQUISA > ACOLHIDA > ano atual > Nome da Instituição ou Nome do Programa"". 

É importante notar que a resposta foi extraída do Documento 1 fornecido, e outros documentos não mencionam arquivos específicos a serem anexados para essa finalidade. Portanto, conforme as diretrizes do Documento 1, esses são os arquivos que devem ser incluídos no e-mail.",83760,238,83998
"Quais são os materiais necessários para a solicitação de Estágios Curriculares Obrigatórios, conforme descrito no documento?","Os materiais necessários para a solicitação de Estágios Curriculares Obrigatórios, conforme descrito nos documentos fornecidos, incluem:

1. Termo de Compromisso de Estágio (3 vias originais), já assinado pelo estudante e pela Instituição de Ensino.
2. Carta de apresentação fornecida pela Instituição de Ensino, mencionando nome do estudante, situação atual de matrícula, nome da disciplina de estágio obrigatório a ser realizada e carga horária total a cumprir.
3. Cópia de apólice de seguro contra acidentes pessoais ou declaração da Instituição de Ensino atestando que o estudante está assegurado, com nome da seguradora, número da apólice e prazo de vigência.
4. Cópia de comprovante vacinal (carteirinha de vacinação) com as doses de Hepatite B e Dupla Adulto (Tétano, Difteria) atualizadas.
5. Computador com Internet para preencher e enviar formulários e e-mails.

Além disso, para formalização do estágio, a documentação deve ser entregue com até 15 dias de antecedência ao início do estágio. O estudante também deve realizar o cadastro para emissão do crach",51431,266,51697
"Quais são os semestres do curso de Medicina da UFPEL que englobam as atividades práticas obrigatórias do Internato, consideradas estágios?","Os semestres do curso de Medicina da UFPEL que englobam as atividades práticas obrigatórias do Internato, consideradas estágios, são o 9o, 10o, 11o e 12o semestres. Estas atividades práticas são divididas em grupos que atuam em diferentes estágios do Hospital Escola, como Medicina Interna, Pediatria, Tocoginecologia, Cirurgia e Urgência e Emergência.",56892,88,56980
"De acordo com o documento, quais são os fins permitidos para a solicitação de consulta e utilização de dados institucionais, listados no Objetivo?","Os fins permitidos para a solicitação de consulta e utilização de dados institucionais incluem:

1. Apresentação de estudo de caso, caso clínico ou atividade pertencente a disciplina curricular dos cursos;
2. Obtenção de dados preliminares para elaboração de projeto de pesquisa;
3. Trabalho para apresentação de evento ou publicação em revista.

Estes objetivos estão presentes em vários documentos fornecidos, reiterando a importância da solicitação adequada e a formalização do uso dos dados para estes fins específicos. É fundamental que os solicitantes sigam os trâmites descritos nos procedimentos operacionais padrão (POPs) da Gerência de Ensino e Pesquisa (GEP), preenchendo e assinando o Formulário de Solicitação para Consulta de Prontuários e Dados Institucionais, e enviando-o por e-mail ou entregando-o pessoalmente à GEP. A GEP, por sua vez, cadastra a solicitação na Planilha de Solicitações de Uso de Dados e realiza o encaminhamento via SEI para a unidade responsável pela disponibilização dos dados, mantendo atualizados os registros do processo.",45016,266,45282
"Quais são os objetivos e o material necessário para a monitoração das solicitações de uso de dados institucionais e/ou de prontuários, conforme descrito no documento?","A monitoração das solicitações de uso de dados institucionais e/ou de prontuários tem como objetivos monitorar a execução do trabalho e cobrar os resultados quando necessário. O material necessário para essa monitoração inclui um computador com acesso à internet e o Formulário de Solicitação para Consulta de Prontuários e Dados Institucionais - GEP 010. As etapas envolvem o envio do formulário pelo solicitante, o recebimento e cadastro na Planilha de Solicitações de Uso de Dados pela equipe da GEP, e o encaminhamento para o SAME quando necessário. A GEP utiliza e-mails para comunicação e atualiza constantemente a planilha de controle para manter os registros precisos e atualizados. As respostas do SAME são comunicadas ao solicitante para agendar a consulta aos prontuários.",46223,195,46418
"Qual o material necessário para realizar o agendamento pontual das salas de ensino e de orientação (QG) no Hospital Escola da UFPel, de acordo com o documento?","O material necessário para realizar o agendamento pontual das salas de ensino e de orientação (QG) no Hospital Escola da UFPel inclui:

- Computador com acesso à internet
- Telefone
- Sistema de Agendamento de Salas (SAS) disponível no site do HE-UFPel

Estes elementos são mencionados nos Documentos 1, 5 e 15, que detalham o uso do computador com internet e a comunicação por telefone, bem como a utilização do sistema SAS para agendamento das salas.

**Observação:** Não há menção de outros documentos além dos fornecidos que detalhem esta necessidade específica com estes itens.",65590,145,65735
"De acordo com o documento, quais são os materiais necessários para realizar o agendamento permanente de salas de ensino e de orientação?","De acordo com os documentos fornecidos, os materiais necessários para realizar o agendamento permanente de salas de ensino e de orientação no Hospital Escola UFPEL/EBSERH incluem:

- Computador com acesso à Internet.
- Telefone.
- Sistema de Agendamento de Salas (SAS) disponível no site do HE-UFPEL.

Esses materiais são mencionados no Documento 1 para a realização de agendamento permanente e também são mencionados em outros documentos relacionados à formalização de estágios, projetos de ensino e extensão, onde o acesso ao SAS é utilizado para reserva de salas. O SAS é essencial para gerenciar e organizar o agendamento das salas de ensino e orientação, garantindo que todas as solicitações sejam atendidas de forma eficiente e ordenada.

Além disso, outros documentos referem-se ao uso de computadores com internet e sistemas como o ADS Ensino para cadastro e formalização de projetos e estágios, e o uso de e-mails e formulários específicos para a solicitação e autorização das atividades. Contudo, para o agendamento permanente específico, o foco está no uso do SAS.",59566,268,59834
"Quais os formulários necessários para a solicitação e relatório de um Projeto de Atuação/Intervenção no Hospital Escola UFPEL, conforme descrito no documento?","Os formulários necessários para a solicitação e relatório de um Projeto de Atuação/Intervenção no Hospital Escola UFPEL são:

1. Formulário ""Solicitação para realização de Projeto de Atuação/Intervenção no Hospital Escola UFPEL"" (GEP-007). Este formulário deve ser preenchido e assinado pelo docente responsável e enviado por e-mail ou entregue na Gerência de Ensino e Pesquisa (GEP) do HE.

2. Formulário ""Relatório de Apresentação dos Resultados - Projeto de Atuação/Intervenção"" (GEP-012). Este formulário é solicitado um mês após a data de término de execução do projeto, e o coordenador deve enviá-lo preenchido juntamente com a versão final do projeto.

Estes documentos são essenciais para o processo de formalização e acompanhamento dos Projetos de Atuação/Intervenção, que fazem parte das disciplinas práticas do Curso de Enfermagem da UFPEL e dos estágios do curso de Psicologia. A documentação deve ser entregue com antecedência de sete dias ao início da execução do projeto. A aprovação e acompanhamento do projeto são realizados através de processos no sistema Sei! e o status do projeto é atualizado",75965,278,76243
"Quais são os materiais necessários para solicitar um parecer do setor/unidade e autorização institucional para desenvolvimento de um Projeto de Ensino/Liga Acadêmica no Hospital Escola UFPEL/EBSERH, de acordo com o documento?","Para solicitar um parecer do setor/unidade e autorização institucional para desenvolvimento de um Projeto de Ensino ou Liga Acadêmica no Hospital Escola UFPEL/EBSERH, conforme o documento, os materiais necessários são:

- Formulário ""Solicitação para Realizar Projeto de Ensino/Extensão no Hospital Escola e Outras Unidades"" preenchido e enviado online pelo coordenador do projeto.
- Projeto detalhado, contendo no mínimo: Introdução, Justificativa, Objetivos, Metodologia, Cronograma e Participantes.
- Aprovação do Conselho Coordenador do Ensino, da Pesquisa e da Extensão (COCEPE).
- Listagem atualizada dos participantes, com data de início e fim de participação.
- Cópia de apólice de seguros, se necessário, para casos em que as atividades ocorram dentro do Hospital Escola e não estejam restritas à área acadêmica sem exposição a riscos ocupacionais.
- Termo de Autorização de Chefia para Participação em Pesquisa, se aplicável.
- Relatório anual de atividades, que é obrigatório para a continuidade da anuência do COCEPE e deve ser preenchido no sistema COBALTO pelo coordenador do projeto.

Estes documentos devem ser provid",67905,283,68188
"Quais materiais são necessários para a confecção de segunda via do crachá, de acordo com o documento?","Os materiais necessários para a confecção de segunda via do crachá, conforme o documento fornecido, são:

- Computador com Internet (para acesso ao ADS Hospitalar);
- Programa (Power Point);
- PEN DRIVE;
- Impressora;
- Folha A4;
- Plástico Polaseal;
- Plastificadora (Poliseladora). 

Esses materiais são utilizados para gerar, salvar e imprimir o novo crachá, que deve ser plastificado e entregue na portaria para acesso do estudante ou profissional ao Hospital Escola UFPEL.",47147,119,47266
"Quais são os papéis dos executores envolvidos no processo após a avaliação do Estudo Clínico pelo Comitê de Ética em Pesquisa (CEP), conforme descrito na seção 'Descrição das atividades'?","Após a avaliação do Estudo Clínico pelo Comitê de Ética em Pesquisa (CEP), os papéis dos executores envolvidos no processo são:

1. **Investigador Principal**:
   - Comunica ao Coordenador de Pesquisa sobre o resultado da avaliação do estudo clínico pelo CEP.
   - Encaminha o parecer do CEP ao Monitor de Pesquisa.
   
2. **Coordenador de Pesquisa**:
   - Arquiva o parecer do CEP junto aos documentos do estudo em pasta específica.
   - Envia notificação ao Comitê de Ética em Pesquisa (CEP) quando houver monitoria remota, detalhando os termos da monitoria emergencial durante a pandemia.
   - Se o estudo for aprovado sem pendências, aguarda a solicitação da visita de iniciação do estudo pelo Monitor de Pesquisa.
   
3. **Monitor de Pesquisa**:
   - Envia e-mail ao Coordenador de Pesquisa solicitando a visita de iniciação do estudo clínico.
   
4. **Patrocinador do Estudo/CRO**:
   - Envia o Documento de Confidencialidade (CDA) ao Investigador Principal para assinatura.
   - Após receber o CDA assinado e o Formulário de Solicita",64549,260,64809
"Quais são os executores do processo de agendamento de visita, auditoria e inspeção regulatória ao Centro de Pesquisa Clínica (CPC), de acordo com o documento?","Os executores do processo de agendamento de visita, auditoria e inspeção regulatória ao Centro de Pesquisa Clínica (CPC) são:
- Auditor
- Monitor
- Coordenador de Pesquisa
- Investigador Principal
- Sub-Investigador

Esses executores têm responsabilidades específicas, como a solicitação de visita pelo monitor, a verificação de agenda e reserva de sala pelo coordenador de pesquisa, a confirmação da atividade e o envio de notificação ao CEP pelo coordenador de pesquisa, entre outras ações detalhadas nos documentos. A execução dessas atividades assegura que a rotina de agendamento e preparação para visitas de validação no CPC esteja alinhada com as normas e procedimentos estabelecidos.",55489,172,55661
"De acordo com a descrição dos procedimentos, quais medidas de segurança e protocolos foram implementados para os participantes das pesquisas clínicas com suspeita ou confirmação de COVID-19 no Centro de Pesquisa Clínica (CPC) durante o período da pandemia?","Os procedimentos de segurança e protocolos implementados para os participantes das pesquisas clínicas no Centro de Pesquisa Clínica (CPC) durante a pandemia de COVID-19 incluem:

1. **Uso Obrigatório de Máscara**: Ao chegar ao CPC, o uso de máscara é obrigatório durante toda a permanência no local.
2. **Triagem Inicial**: Aferição de temperatura e questionamento sobre sintomas gripais. Se houver suspeita ou confirmação de COVID-19, o comparecimento ao CPC é adiado, salvo necessidade imprescindível.
3. **Atendimento em Consultório Separado**: Em casos de necessidade de atendimento presencial de participantes com suspeita ou confirmação de COVID-19, os atendimentos ocorrerão preferencialmente no Consultório de Pesquisa 3, que possui acesso separado das demais instalações do CPC.
4. **Desinfecção Terminal**: Após o atendimento, será realizada a desinfecção terminal do consultório utilizado.
5. **Higienização das Mãos**: Orientação aos participantes para realizar a higienização das mãos conforme o protocolo específico (POP.CCIH.001).
6. **Distanciamento Social**: Manutenção de distanciamento de pelo menos 1",33263,280,33543
"Quais são os documentos e plataformas utilizados para registro e arquivamento dos treinamentos da equipe do Centro de Pesquisa Clínica, de acordo com o documento?","Os documentos e plataformas utilizados para registro e arquivamento dos treinamentos da equipe do Centro de Pesquisa Clínica são:

1. **Formulário CPC - 006 Registro de Treinamento**: Utilizado para registrar os treinamentos internos. Este formulário está disponível no sistema ADS Hospitalar, aba documentos, pasta Centro de Pesquisas Clínicas.

2. **Pasta de Regulatório do Centro de Pesquisa Clínica**: O registro do treinamento será arquivado nesta pasta, além de ser anexado ao processo SEI correspondente ao estudo.

3. **Sistema SEI (Sistema Eletrônico de Informações)**: Utilizado para arquivar os registros dos treinamentos e para a comunicação entre os responsáveis pelos treinamentos e as chefias ou outros setores envolvidos.

4. **Plataforma Brasil**: Embora não mencionado diretamente nos trechos fornecidos, é uma plataforma utilizada para submeter projetos de pesquisa ao Comitê de Ética em Pesquisa (CEP), o que inclui treinamentos em Good Clinical Practice (GCP) e manuseio de amostras biológicas.

Esses registros e documentos são fundamentais para garantir que todos os membros da equipe possam desempenhar suas atividades de forma padronizada e em conformidade com as",61768,297,62065
"De acordo com o documento, quais são os pontos fundamentais que o conteúdo do Parecer Técnico-Científico (PTC) deve considerar?","O conteúdo do Parecer Técnico-Científico (PTC) deve considerar os seguintes pontos fundamentais:

1. Descrição dos aspectos epidemiológicos da condição de saúde à qual a tecnologia será destinada.
2. Descrição do tratamento recomendado e da tecnologia a ser avaliada.
3. Pergunta a ser respondida pelo parecer.
4. Fontes de informação utilizadas.
5. Descrição do método.
6. Síntese e qualidade das evidências disponíveis.
7. Resultados encontrados e recomendações.

Além disso, o PTC deve ser breve, com execução e conteúdo simplificados e de linguagem acessível, visando fornecer suporte à gestão e à tomada de decisão em saúde baseada em evidências científicas. O PTC também pode sugerir a realização de novos estudos quando a evidência é insuficiente. 

A estrutura do PTC, conforme o Manual de Diretrizes Metodológicas do Ministério da Saúde, inclui:
- Capa
- Declaração de potenciais conflitos de interesse
- Resumo executivo
- Ficha técnica da tecnologia
- Introdução do Parecer Técnico-Científico
- Objetivos do Parecer Técnico-Científico
- Revisão de Literatura
- Sí",31449,268,31717
"como faço para excluir uma apac do sistema ADSHospitalar?
","Para excluir uma APAC do sistema ADSHospitalar, você deve seguir os passos para desativar a APAC, já que o sistema não permite a exclusão direta. O processo envolve alterar o status da APAC para 'I', que significa inativo. Aqui estão os passos simplificados baseados nos textos fornecidos:

1. Acesse o DB Visualizer e configure uma conexão com o banco de dados 'he-hospitalar' localizado no servidor 10.100.0.22, porta 5432, usando o usuário 'postgres' e a senha fornecida pela rede.
2. Utilize o comando SQL para encontrar a solicitação da APAC que deseja desativar, substituindo '%NOME DO PACIENTE%' pelo nome completo do paciente e verificando o ID da solicitação:
   ```
   SELECT sol.id, sol.apa_num, pa.nome nome_paciente, to_char(sol.created , 'yyyy-mm-dd hh24:mi') criado_em 
   FROM po_apacs_solicitacoes sol 
   INNER JOIN po_pacientes pa on sol.paciente_id = pa.id 
   WHERE pa.nome like '%NOME DO PACIENTE%' 
   ORDER BY id DESC;
   ```
3. Com o ID da solicitação em mãos, execute o comando SQL para desativar a APAC:",34277,257,34534
"Como abro um chamado para a Ti utilizando o sistema GLPI?

","Para abrir um chamado para o Setor de Tecnologia da Informação e Saúde Digital (SETISD) utilizando o sistema GLPI, siga estes passos:

1. Acesse o sistema GLPI através do link: http://glpi.heufpel.com.br/glpi.
2. No GLPI, selecione a categoria adequada para o chamado. As categorias incluem falhas em sistemas/equipamentos de TI, instalação de equipamentos/sistemas, melhorias em processos de sistemas, permissão de acesso aos sistemas geridos pelo SETISD, instalação/manutenção de ramais telefônicos, instalação/manutenção de computadores, manutenção em impressoras e dúvidas de informática em geral.
3. Preencha as informações necessárias no formulário de abertura de chamado, como o nome completo do usuário, a descrição do problema e a unidade/setor.
4. O chamado será recebido pela equipe de suporte do SETISD, que irá conferir a categoria do chamado e atribuí-lo ao técnico responsável pela execução.
5. O tempo de solução do chamado seguirá os prazos definidos pelo Acordo em Nível de Serviço (SLA), conforme o tempo estabelecido de acordo com a categoria do chamado e sua respectiva unidade/setor.

É",41538,277,41815
"como fazer para criar um novo ramal voip?


","Para criar um novo ramal VoIP, siga os passos descritos no Documento 1:

1. Acesse a interface web da Central Telefônica VoIP da marca Ditel através do endereço 10.100.208.21.
2. Entre com o username e password do administrador.
3. Selecione a opção ""PBX Basic"", subitem ""Extensions"" e clique em ""+ Add"" para adicionar um novo ramal.
4. Na aba General, preencha os campos conforme instruções:
   - **User Information**:
     - **Extension Number**: insira o número do novo ramal.
     - **Display Name**: insira o nome do setor onde o ramal será instalado.
     - **Caller ID Number**: utilize o mesmo número do Extension Number.
   - **Authentication**:
     - **Register Name**: utilize o mesmo número do Extension Number.
     - **Password**: utilize a senha padrão pré-definida.

5. Após preencher os campos necessários, clique em ""Save"".
6. Acesse a aba Voicemail e configure conforme necessário, geralmente deixando desabilitada por padrão.
7. Na aba Options, configure o Call Forward conforme a demanda específica, geralmente deixando desabilitado por padrão.

Repita esses passos conforme necessário para ajustar outros campos ou habilitar funcional",42735,289,43024
"como faço para atribuir perfil no sistema ADSHospitalar?


","Para atribuir um perfil no sistema ADSHospitalar, siga os passos detalhados nos documentos fornecidos:

1. Acesse o sistema AGHUx pelo endereço: https://aghu.heufpel.com.br.
2. No menu Outros Módulos, selecione Colaborador > Administrar Servidores > Pessoas.
3. Pesquise pelo nome do colaborador no campo Pessoa e selecione a opção Pesquisar.
4. Abra o cadastro do colaborador e verifique se o login e a graduação estão corretos. A graduação determinará os perfis de acesso.
5. Consulte a lista de Perfis no AGHUx disponível no OneDrive da USID para identificar os perfis que devem ser liberados conforme a ocupação e formação do colaborador.
6. Acesse o sistema ADSAcesso pelo endereço: http://hospitalar.heufpel.com.br/adsacesso/ utilizando o login de administrador.
7. Verifique se o colaborador já possui um cadastro de usuário. Se já existir, verifique os perfis de acesso atuais e remova os que não estão na listagem padrão.
8. Adicione o perfil de acesso ao usuário com base na planilha de perfil disponível no OneDrive da USID.
9. Acesse o menu Grupos no ADSAcesso e pesquise pelo grupo",40943,273,41216
"o que fazer para incluir um novo leito no sistema AGHU?
","Para incluir um novo leito no sistema AGHU, você deve seguir os passos descritos no documento 1: 

1. Acesse o sistema AGHU através do endereço: https://aghu.heufpel.com.br/
2. Vá no menu Internação -> Cadastros -> Quartos e Leitos -> Quartos e Leitos.
3. Na tela de pesquisa, digite o nome da enfermaria onde o leito será incluído e clique em Pesquisar.
4. Após encontrar a enfermaria desejada, clique no ícone de edição para acessar a tela de cadastro do quarto/leito.
5. Selecione o botão Adicionar para criar um novo leito.
6. No formulário de cadastro, preencha todos os campos obrigatórios e deixe todos os campos de configuração selecionados.
7. Após o preenchimento, clique no botão Confirmar para finalizar o cadastro do novo leito.
8. Certifique-se que todos os leitos foram salvos clicando no botão Gravar.
9. Verifique o novo leito no censo diário, indo no menu Internação -> Censo Diário dos Pacientes e selecionando a unidade funcional correspondente à enfermaria.

Problemas que podem ocorrer: Se o leito não aparecer no censo diário após ativá-lo, é necessário",39719,269,39988
