pergunta,resposta,tokens_prompt,tokens_resposta,tokens_total
"Quais arquivos devem ser anexados ao e-mail enviado aos residentes, supervisores e coordenadores dos programas, conforme descrito no documento?","Os arquivos que devem ser anexados ao e-mail enviado aos residentes, supervisores e coordenadores dos programas, conforme descrito no Documento 1, são os arquivos salvos na pasta:

GERÊNCIA DE ENSINO E PESQUISA > ACOLHIDA > ano atual > Nome da instituição ou nome do programa.

Os arquivos estão identificados como:
- Programação da Acolhida
- Código de Ética e Conduta dos residentes e acadêmicos
- Fluxograma de Exposição Biológica
- Manual do Residente
- Tutorial de Acesso ao Portal de Periódicos da CAPES
- Política de Segurança da Informação e Comunicação
- Política de Utilização dos Recursos de Tecnologia da Informação no HE-UFPEL
- UPTODATE cartão de referência rápida",79853,159,80012
"Quais são os materiais necessários para a solicitação de Estágios Curriculares Obrigatórios, conforme descrito no documento?","Os materiais necessários para a solicitação de Estágios Curriculares Obrigatórios, conforme descrito nos documentos, são:

- Termo de Compromisso de Estágio (3 vias originais), já assinado pelo estudante e pela Instituição de Ensino;
- Carta de apresentação fornecida pela Instituição de Ensino, mencionando nome do estudante, situação atual de matrícula, nome da disciplina de estágio obrigatório que deve realizar e carga horária total que deve cumprir;
- Cópia de apólice de seguro contra acidentes pessoais, ou declaração da Instituição de Ensino atestando que o estudante está assegurado (mencionar nome da seguradora, número da apólice e prazo de vigência);
- Cópia de comprovante vacinal (carteirinha de vacinação) com as doses de Hepatite B e Dupla Adulto (Tétano, Difteria) em dia.

A entrega da documentação deve ser realizada com até 15 dias de antecedência ao início do estágio.

Além disso, após o recebimento da documentação, o estudante deve efetuar o cadastro de Estudante para emissão do crachá de identificação e acesso ao Hospital Escola.

(Fontes: Documento 1, Documento 5, Documento 39)",48957,255,49212
"Quais são os semestres do curso de Medicina da UFPEL que englobam as atividades práticas obrigatórias do Internato, consideradas estágios?","Os semestres do curso de Medicina da UFPEL que englobam as atividades práticas obrigatórias do Internato, consideradas estágios, são o 9º, 10º, 11º e 12º semestres.

Essa informação está explicitamente contida nos Documentos 1, 2, 3 e 8, que afirmam:

""O Internato abrange os alunos do 9º, 10º, 11º e 12º semestres do curso e as atividades práticas são consideradas estágios obrigatórios.""",53684,112,53796
"De acordo com o documento, quais são os fins permitidos para a solicitação de consulta e utilização de dados institucionais, listados no Objetivo?","De acordo com os documentos apresentados, os fins permitidos para a solicitação de consulta e utilização de dados institucionais, listados no Objetivo, são:

- Apresentação de estudo de caso, caso clínico ou atividade pertencente a disciplina curricular dos cursos;
- Obtenção de dados preliminares para elaboração de projeto de pesquisa;
- Trabalho para apresentação de evento ou publicação em revista.

Essa informação está explicitamente contida nos Documentos 2, 4, 5, 9, 27, 31 e 36, entre outros que apresentam o mesmo texto no campo ""OBJETIVO"" ou ""OBJETIVO(S)"". Também é mencionado que, nos casos do trabalho evoluir para uma pesquisa, o solicitante deve seguir os trâmites para formalização de pesquisa, descritos no POP.GEP.001.",44250,175,44425
"Quais são os objetivos e o material necessário para a monitoração das solicitações de uso de dados institucionais e/ou de prontuários, conforme descrito no documento?","Documento 1:

OBJETIVOS  
Monitorar as solicitações de uso de dados institucionais e/ou de prontuários quanto à execução do trabalho, e realizar a cobrança dos resultados, quando houver.  
A monitorização pode ser realizada semestralmente, nos meses de janeiro e junho.

MATERIAL  
Computador com Internet.",44347,70,44417
"Qual o material necessário para realizar o agendamento pontual das salas de ensino e de orientação (QG) no Hospital Escola da UFPel, de acordo com o documento?","Material necessário para realizar o agendamento pontual das salas de ensino e de orientação (QG) no Hospital Escola da UFPel, de acordo com o documento 1:

- Computador com Internet
- Telefone
- Sistema de Agendamento de Salas (SAS) disponível no site do HE-UFPel",61380,67,61447
"De acordo com o documento, quais são os materiais necessários para realizar o agendamento permanente de salas de ensino e de orientação?","De acordo com o Documento 1, os materiais necessários para realizar o agendamento permanente de salas de ensino e de orientação (QG’s) são:

- Computador com Internet
- Telefone
- Sistema de Agendamento de Salas (SAS) disponível no site do HE-UFPel",56345,62,56407
"Quais os formulários necessários para a solicitação e relatório de um Projeto de Atuação/Intervenção no Hospital Escola UFPEL, conforme descrito no documento?","Os formulários necessários para a solicitação e relatório de um Projeto de Atuação/Intervenção no Hospital Escola UFPEL, conforme descrito no documento, são:

- Formulário “Solicitação para realização de Projeto de Atuação/Intervenção no Hospital Escola UFPEL” GEP-007;
- Formulário “Relatório de Apresentação dos Resultados - Projeto de Atuação/Intervenção” GEP-012.

Essa informação está explicitamente contida nos Documentos 1, 7, 14 e 27, que descrevem o processo de formalização dos Projetos de Atuação/Intervenção e mencionam esses dois formulários como materiais necessários.",73479,144,73623
"Quais são os materiais necessários para solicitar um parecer do setor/unidade e autorização institucional para desenvolvimento de um Projeto de Ensino/Liga Acadêmica no Hospital Escola UFPEL/EBSERH, de acordo com o documento?","Os materiais necessários para solicitar um parecer do setor/unidade e autorização institucional para desenvolvimento de um Projeto de Ensino/Liga Acadêmica no Hospital Escola UFPEL/EBSERH, de acordo com o documento, são:

- Computador com Internet;
- Formulário “Solicitação para Realizar Projeto de Ensino/Extensão no Hospital Escola e Outras Unidades” (disponível no Site HE UFPEL);
- Programa ADS Ensino.

Essa informação está explicitamente contida nos Documentos 2, 6 e 11, que tratam especificamente do processo para Projeto de Ensino/Liga Acadêmica.",65550,124,65674
"Quais materiais são necessários para a confecção de segunda via do crachá, de acordo com o documento?","Os materiais necessários para a confecção de segunda via do crachá, de acordo com o documento, são:

- Computador com Internet (Acesso ao ADS Hospitalar)
- Programa (POWER POINT)
- PEN DRIVE
- Impressora
- Folha A4
- Plástico Polaseal
- Plastificadora (Poliseladora)",44256,72,44328
"Quais são os papéis dos executores envolvidos no processo após a avaliação do Estudo Clínico pelo Comitê de Ética em Pesquisa (CEP), conforme descrito na seção 'Descrição das atividades'?","Conforme descrito no Documento 1, seção ""Descrição das atividades"" após a avaliação do Estudo Clínico pelo Comitê de Ética em Pesquisa (CEP), os papéis dos executores envolvidos no processo são:

1. **Investigador Principal**  
   - Deve comunicar ao Coordenador de Pesquisa sobre o resultado da avaliação do estudo clínico pelo CEP, via e-mail, enviando o parecer do CEP.

2. **Coordenador de Pesquisa**  
   - Após receber o parecer do CEP, deve encaminhá-lo para o Monitor de Pesquisa.  
   - Se existirem pendências, deve aguardar a resposta do Patrocinador do Estudo e, a seguir, proceder nova submissão na plataforma de pesquisa, conforme descrito no POP.GEP.026.  
   - No caso de aprovação sem pendências pelo CEP, deve aguardar um e-mail do Monitor de Pesquisa, com a solicitação da visita de iniciação do Centro de Pesquisa, conforme descrito no POP.GEP.028.  
   - O parecer do CEP deve ser arquivado junto aos documentos do estudo, em pasta específica, no Centro de Pesquisa Clínica.

Não há descrição explícita no texto sobre as ações do Monitor de Pesquisa ou do Patrocinador do estudo após a avaliação do CEP, apenas que o Coordenador de Pesquisa deve encaminhar o parecer para o Monitor e aguardar resposta do Patrocinador em caso de pendências.

Resposta resumida:

- **Investigador Principal:** Comunicar ao Coordenador de Pesquisa o resultado da avaliação do estudo clínico pelo CEP, enviando o parecer do CEP por e-mail.  
- **Coordenador de Pesquisa:** Encaminhar o parecer do CEP para o Monitor de Pesquisa; aguardar resposta do Patrocinador em caso de pendências e proceder nova submissão; aguardar e-mail do Monitor para solicitação da visita de iniciação em caso de aprovação sem pendências; arquivar o parecer do CEP junto aos documentos do estudo no Centro de Pesquisa Clínica.",60994,412,61406
"Quais são os executores do processo de agendamento de visita, auditoria e inspeção regulatória ao Centro de Pesquisa Clínica (CPC), de acordo com o documento?","Os executores do processo de agendamento de visita, auditoria e inspeção regulatória ao Centro de Pesquisa Clínica (CPC), de acordo com o documento, são:

- Auditor  
- Monitor  
- Coordenador de Pesquisa - CPC

(Conforme Documento 1 e Documento 35)",51755,61,51816
"De acordo com a descrição dos procedimentos, quais medidas de segurança e protocolos foram implementados para os participantes das pesquisas clínicas com suspeita ou confirmação de COVID-19 no Centro de Pesquisa Clínica (CPC) durante o período da pandemia?","De acordo com a descrição dos procedimentos nos Documentos 1 e 10, as medidas de segurança e protocolos implementados para os participantes das pesquisas clínicas com suspeita ou confirmação de COVID-19 no Centro de Pesquisa Clínica (CPC) durante o período da pandemia foram:

- Ao chegar à portaria do CPC, o paciente é informado que o uso de máscara é obrigatório durante toda sua permanência no CPC.
- A temperatura do paciente será aferida e serão feitas perguntas sobre sintomas gripais.
- Caso o participante esteja com suspeita e/ou confirmação de COVID-19, seu comparecimento ao Centro de Pesquisa será adiado.
- Quando for imprescindível a vinda dos participantes confirmados e/ou suspeitos de COVID-19 ao Centro de Pesquisa, os atendimentos ocorrerão preferencialmente no Consultório de Pesquisa 3, cujo acesso é separado das demais instalações do CPC.
- Os profissionais deverão paramentar-se conforme o MA.HE.004 Manual de Biossegurança e Precauções na Assistência.
- Após o atendimento, será realizada a desinfecção terminal do consultório utilizado.
- O sujeito de pesquisa será orientado a higienizar as mãos conforme o POP.CCIH.001 Higienização das Mãos.
- Os participantes devem manter distanciamento entre si.
- A sala de espera dos participantes de pesquisa será separada da sala de espera dos demais serviços instalados no prédio e respeitará o distanciamento de pelo menos 1 metro entre as cadeiras.
- Os consultórios receberão limpeza concorrente entre os atendimentos.

Referências citadas:  
- AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA. Nota Técnica GVIMS/GGTES/ANVISA Nº 07/2020.  
- EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES – EBSERH. Guia Para Retomada Das Atividades Eletivas Durante A Pandemia Da Covid-19 - GU.SGQ.003. Versão 1, 2020.

Essas medidas visam garantir a biossegurança e minimizar o risco de transmissão da COVID-19 durante a realização das pesquisas clínicas no CPC.",32201,448,32649
"Quais são os documentos e plataformas utilizados para registro e arquivamento dos treinamentos da equipe do Centro de Pesquisa Clínica, de acordo com o documento?","Os documentos e plataformas utilizados para registro e arquivamento dos treinamentos da equipe do Centro de Pesquisa Clínica, de acordo com o documento, são:

- Formulário CPC – 006 Registro de Treinamento (disponível no sistema ADS Hospitalar, aba documentos, pasta Centro de Pesquisas Clínicas).
- O registro será arquivado na pasta de regulatório do Centro de Pesquisa Clínica.
- O registro será anexado ao processo SEI correspondente ao estudo.",57056,97,57153
"De acordo com o documento, quais são os pontos fundamentais que o conteúdo do Parecer Técnico-Científico (PTC) deve considerar?","De acordo com o documento, os pontos fundamentais que o conteúdo do Parecer Técnico-Científico (PTC) deve considerar são:

- A descrição dos aspectos epidemiológicos da condição de saúde à qual a tecnologia será destinada;
- A descrição do tratamento recomendado e da tecnologia a ser avaliada;
- A pergunta a ser respondida pelo parecer;
- As fontes de informação utilizadas;
- A descrição do método;
- A síntese e a qualidade das evidências disponíveis;
- Os resultados encontrados;
- As recomendações.",29630,105,29735
"como faço para excluir uma apac do sistema ADSHospitalar?
","Para excluir uma APAC do sistema ADSHospitalar, o procedimento correto não é a exclusão propriamente dita, mas sim a inativação da APAC no banco de dados. O processo é realizado diretamente no banco de dados (he-hospitalar) via comandos SQL, utilizando a ferramenta DB Visualizer ou outra ferramenta de gerenciamento de banco de dados.

Os passos são:

1. Buscar, através do nome do paciente, o ID da solicitação referente à APAC que será inativada, com o comando SQL:

```
SELECT sol.id, sol.apa_num, pa.nome nome_paciente, to_char(sol.created , 'yyyy-mm-dd hh24:mi') criado_em 
FROM po_apacs_solicitacoes sol 
INNER JOIN po_pacientes pa on sol.paciente_id = pa.id 
WHERE pa.nome like '%NOME DO PACIENTE%' 
ORDER BY id DESC;
```

2. Verificar no resultado se as colunas `apa_num` (número da APAC) e `criado_em` (data de solicitação) conferem com as informações da APAC a ser inativada. Memorizar o ID (coluna `id`) correspondente.

3. Executar o comando SQL para inativar a APAC, alterando o campo `status` para o caractere 'I' (inativo), usando o ID memorizado:

```
UPDATE po_apacs_solicitacoes 
SET status = 'I' 
WHERE id = 00000;  -- substituir 00000 pelo ID memorizado
```

Este procedimento está descrito nos documentos 15 e 48.

Portanto, para ""excluir"" uma APAC no sistema ADSHospitalar, deve-se inativá-la no banco de dados com o comando SQL acima, após identificar o ID da solicitação da APAC.",32840,382,33222
"Como abro um chamado para a Ti utilizando o sistema GLPI?

","O chamado para a TI utilizando o sistema GLPI deve ser aberto da seguinte forma, conforme explicitamente descrito nos documentos 1 e 28:

1) O usuário deve criar/enviar um novo chamado através da ferramenta GLPI para o Setor de Tecnologia da Informação e Saúde Digital (SETISD), informando o problema ou solicitação referente aos recursos de informática e telecomunicações do Hospital Escola.

2) O sistema GLPI está disponível no link: http://glpi.heufpel.com.br/glpi.

3) Assim que o chamado é criado/enviado, o sistema emite um alerta sonoro no SETISD, indicando a existência de um novo chamado.

4) A equipe técnica irá analisar o chamado no sistema GLPI, conferindo o tipo do chamado, a categoria e a localização, podendo fazer correções se necessário.

5) O técnico poderá atribuir o chamado para si ou para outro colaborador/grupo mais apropriado.

6) Caso o técnico tenha dúvidas ou faltem informações, ele deverá incluir um acompanhamento no chamado, alterando a situação para “Aguardando feedback”, e o usuário deverá responder no próprio chamado.

7) Quando o atendimento iniciar, o chamado deve ser colocado na situação “em atendimento”.

8) Caso haja pendências externas, o chamado ficará na situação “pendente”.

9) Após a solução, o colaborador deverá encerrar o chamado, selecionando um modelo de solução e inserindo uma descrição do que foi realizado, ficando o chamado com a situação “Solucionado”.

10) O usuário receberá um e-mail indicando que o chamado foi solucionado e deverá aprovar ou recusar a solução para que o chamado seja finalizado.

Portanto, para abrir um chamado para a TI utilizando o sistema GLPI, o usuário deve acessar o sistema GLPI no link http://glpi.heufpel.com.br/glpi, criar um novo chamado informando o problema ou solicitação, e acompanhar o chamado conforme o procedimento descrito.",37441,404,37845
"como fazer para criar um novo ramal voip?


","Para criar um novo ramal VoIP, siga os seguintes procedimentos conforme o Documento 1 e Documento 3:

1) Acesse a Central Telefônica através da interface web, no endereço 10.100.208.21.

2) Na página inicial da Central Telefônica, entre com username e password do administrador.

3) Após acessar a central telefônica, selecione a opção ""PBX Basic"", subitem ""Extensions"" e clique em ""+ Add"".

4) Preencha/Altere os seguintes campos solicitados na aba General:
   - Extension Number: Número do ramal a ser incluído.
   - Display Name: Nome que aparecerá no display de quem recebe a ligação deste ramal. Inserir o nome do setor onde o ramal está sendo instalado.
   - Caller ID Number: Número de identificação do ramal. Utilizar o mesmo número inserido no campo Extension Number.
   - Register Name: Nome para registro do ramal. Utilizar o mesmo número inserido no campo Extension Number.
   - Password: Utilizar a senha padrão pré-definida para autenticação do ramal.
   Observação: Demais campos da aba General devem ser mantidos como aparecem.

5) Na aba Voicemail, por padrão, manter a caixa de mensagens de voz desabilitada.

6) Na aba Options, preencher/alterar conforme necessário (detalhes não especificados no trecho).

7) Clicar no botão ""Save"" na aba Other.

8) Clicar na faixa em vermelho ""Apply Configurations Changes Here"" para aplicar as alterações.

Esses passos normatizam a criação de ramais a partir de solicitações via GLPI.",41307,341,41648
"como faço para atribuir perfil no sistema ADSHospitalar?


","O procedimento para atribuir perfil no sistema ADSHospitalar está descrito principalmente nos Documentos 1, 2, 4 e 34. Abaixo está o resumo dos passos explicitamente contidos no texto:

1. Acesse o sistema AGHUx pelo endereço http://aghu.heufpel.com.br, utilizando seu login/senha de rede.

2. No AGHUx, acesse o menu:  
   Outros módulos -> Colaborador -> Administrar Servidores -> Pessoas.

3. Na tela de pessoas, digite o nome do colaborador e selecione Pesquisar.

4. Após encontrar o colaborador, copie o CPF da pessoa para uso no cadastro no ADSHospitalar.

5. Selecione a opção Servidor para acessar os dados do servidor do colaborador.

6. No cadastro do servidor, verifique se o login está associado ao cadastro. Caso não esteja, utilize o pop ""Atribuir Perfil de Acesso ao sistema AGHUx"" para atribuição de perfis no sistema AGHUx.

7. Anote o login de rede para colaboradores administrativos ou o número do conselho para colaboradores assistenciais/médicos.

8. Verifique qual perfil deverá ser atribuído consultando a lista de Perfis no AGHUx, disponível no OneDrive da unidade USID, no arquivo SETISD - USID - USIDPerfil_SistemasPerfilAGHU.xlsx.

9. Faça a importação do usuário para o AGHUx pelo menu:  
   Outros Módulos > Configuração > Acesso > Usuario.  
   - Digite o login do colaborador e clique em Pesquisar.  
   - Caso seja um colaborador novo, clique em Importar Usuário e faça nova pesquisa.  
   - Caso o login apareça, vá para editar o perfil.

10. Para adicionar o perfil ao usuário:  
    - Clique em Editar Perfil.  
    - Preencha o nome do perfil, selecione-o no menu suspenso e clique em Adicionar.  
    - Após adicionar os perfis, clique em Gravar para finalizar a vinculação.

11. Vincule o usuário ao cadastro do Servidor:  
    - Acesse o menu: Outros Módulos > Colaborador > Administrar Servidor > Servidores.  
    - Busque o cadastro do servidor.  
    - Verifique se o login está associado; caso não esteja, digite o login no campo login, selecione-o no menu suspenso e pressione Gravar.

12. Após verificar que existe login e cadastro do colaborador no AGHUx, acesse o sistema ADSAcesso pelo endereço http://hospitalar.heufpel.com.br/adsacesso/ com login/senha de administrador.

13. No ADSAcesso, verifique se o colaborador já possui cadastro de usuário no menu Usuários, digitando o nome do colaborador e clicando em OK.

14. Caso o usuário não exista, crie-o no sistema ADSAcesso, preenchendo os dados obrigatórios (Cliente: EBSERH, Usuário: nome do colaborador, CPF).

15. Após a criação do usuário, acesse o menu Senhas para criar o acesso ao sistema, preenchendo os campos:  
    - Cliente: EBSERH  
    - Usuário: nome do colaborador  
    - Sistema: ADSHospitalar  
    - Login: número do conselho para assistenciais/médicos/farmacêuticos/bioquímicos ou login de rede para administrativos  
    - Senha: senha padrão (em desuso, pois o acesso é via login/senha de rede)

16. Verifique os perfis que o usuário acessa via consulta na base de dados HEACESSO.GDB, removendo os grupos que não devem ter acesso conforme a tabela padrão de perfis disponível no OneDrive da USID (SETISD - USID - USIDPerfil_SistemasGruposADSHospitalar.xlsx).

17. Para ajustar os grupos, acesse o sistema ADSAcesso no menu Grupos, pesquise o grupo desejado, selecione Editar, e marque ou desmarque o nome do colaborador para incluir ou remover permissão. Salve as alterações.

Esses passos são explicitamente descritos nos documentos indicados, especialmente no Documento 2 e Documento 34, com complementos nos Documentos 4, 6, 9 e 20.

Resposta resumida:

Para atribuir perfil no sistema ADSHospitalar:

- Acesse o AGHUx (http://aghu.heufpel.com.br) e localize o colaborador em Outros módulos > Colaborador > Administrar Servidores > Pessoas.  
- Copie o CPF e verifique o login no cadastro do servidor.  
- Consulte a lista de perfis no OneDrive da USID para saber qual perfil atribuir.  
- Importe ou edite o usuário no AGHUx em Outros Módulos > Configuração > Acesso > Usuario, adicionando o perfil e gravando.  
- Vincule o login ao cadastro do servidor.  
- Acesse o ADSAcesso (http://hospitalar.heufpel.com.br/adsacesso/) com login de administrador, verifique/crie o usuário, crie o acesso no menu Senhas, preenchendo Cliente, Usuário, Sistema, Login e Senha.  
- Ajuste os grupos de acesso conforme a tabela padrão de perfis no OneDrive da USID, removendo ou adicionando permissões no menu Grupos do ADSAcesso.

Não faça uso da senha padrão para o usuário, pois o acesso é via login/senha de rede.

---

Se desejar, posso fornecer o passo a passo detalhado conforme os documentos.",38914,1173,40087
"o que fazer para incluir um novo leito no sistema AGHU?
","Para incluir um novo leito no sistema AGHU, deve-se seguir os seguintes passos:

1. Acesse o sistema AGHUx através do endereço: https://aghu.heufpel.com.br/
2. No menu, vá em Internação -> Cadastros -> Quartos e Leitos -> Quartos e Leitos.
3. Na tela de pesquisa, digite o nome da enfermaria na qual deseja criar o novo leito e clique em Pesquisar.
4. Após encontrar a enfermaria desejada, clique no ícone de edição.
5. Na tela Cadastrar Quarto, selecione o ícone de edição caso deseje editar um leito ou clique no botão Adicionar para criação de um novo leito para a enfermaria.
6. No formulário de cadastro de leitos, preencha todos os campos e deixe selecionado todos os campos.
7. Após o preenchimento, clique no botão Confirmar.
8. Após incluir todos os leitos desejados, selecione o botão Gravar para que as informações fiquem gravadas.
9. Verifique o novo leito no censo diário, indo no menu Internação -> Censo Diário dos Pacientes, selecionando a unidade funcional à qual a enfermaria está vinculada e clicando em Pesquisar.
10. Caso o leito esteja desativado, selecione o ícone para ativar o leito, deixando-o pronto para transferência ou internação.
11. Se o leito não aparecer no censo diário após ativação, libere o leito através do menu Internação -> Leitos -> Liberar.
12. Se o leito não aparecer para liberação, primeiro bloqueie o leito pelo menu Internação -> Leitos -> Bloquear e depois libere pelo menu Internação -> Leitos -> Liberar.

Fonte: Documentos 1, 2 e 19.",38408,383,38791
"Como atender um chamado através do sistema GLPI?

","O atendimento de um chamado através do sistema GLPI deve seguir os seguintes procedimentos, conforme descrito nos Documentos 2, 9 e 16:

1) Assim que um novo chamado é criado/enviado, o sistema de chamados emite um alerta sonoro no Setor de Tecnologia da Informação e Saúde Digital, indicando a existência de um novo chamado.

2) O novo chamado deverá ser analisado por um dos técnicos, através do sistema GLPI, disponível no link: http://glpi.heufpel.com.br/glpi.

3) O técnico irá conferir o tipo do chamado, a categoria e a localização e, se for necessário, fará as correções.

   - Categoria: relacionada ao tipo de problema (exemplo: computador, impressora, sistema AGHU etc.).

   - Tipo: Incidente (quando algum equipamento/sistema deixa de funcionar) ou Requisição (quando algum serviço é solicitado para o SETISD, como liberação de pastas, acessos no sistema AGHUX).

   - Localização: setor em que o equipamento se encontra.

4) O técnico poderá atribuir o chamado para si ou para outro colaborador/grupo mais apropriado para esta tarefa (situação atribuído).

5) Caso o colaborador que está atendendo o chamado tenha dúvidas ou faltem informações, ele deverá incluir um acompanhamento no chamado, através do menu Processando chamado -> Acompanhamento. Este acompanhamento será encaminhado por e-mail ao colaborador que abriu o chamado. Neste caso, o técnico deverá alterar a situação do chamado para “Aguardando feedback”. O colaborador que abriu o chamado deverá responder no próprio chamado, através da inclusão de um acompanhamento.

6) Assim que a execução do chamado for iniciada, o mesmo deverá ser colocado na situação “em atendimento”.

7) Caso o chamado esteja aguardando alguma pendência externa para ser solucionado (por exemplo: chegada de um equipamento, resolução de chamado pela sede etc.), o mesmo deverá ser colocado na situação “pendente”, na qual o tempo de solução será pausado.

8) Quando o atendimento for finalizado, o colaborador deverá encerrar o chamado, através do menu Processando chamado -> Solução. Deve ser selecionado um modelo de solução e inserida uma descrição de acordo com o que foi realizado durante o atendimento. Caso não seja possível solucionar, a justificativa também deverá ser incluída na descrição, ficando o chamado com a situação “Solucionado”.

9) O usuário irá receber um e-mail, indicando que o chamado foi solucionado e a solução que foi aplicada. Neste caso, o usuário deverá aprovar ou recusar a solução e preencher a pesquisa de satisfação para que o chamado seja efetivamente finalizado. Em caso de recusa da solução, o chamado será automaticamente reaberto. Caso o usuário não aprove ou recuse a solução em até 48 horas, o chamado será finalizado automaticamente pelo sistema.

Esses passos são o procedimento padrão para atendimento de chamados via sistema GLPI no Setor de Tecnologia da Informação e Saúde Digital do Hospital Escola.",43448,620,44068
"Como liberar perfil no sistema AGHUX?


","Para liberar perfil no sistema AGHUX, siga os procedimentos descritos nos documentos 1, 2, 3, 4, 5, 14, 20 e 36:

1. Acesse o sistema AGHUx pelo link https://aghu.heufpel.com.br utilizando seu login/senha de rede.

2. No sistema AGHUx, faça uma busca pelo nome do colaborador no módulo Servidores, usando o menu:  
   Outros Módulos > Colaborador > Administrar Servidor > Servidores.  
   Busque o nome do colaborador no campo Pessoa e clique em pesquisar.

3. Clique no botão editar para verificar os dados do servidor, incluindo dados de ocupação e graduação (clicando no botão Graduações na aba Pesquisar Servidores). Confirme se a graduação está de acordo com os requisitos do cargo.

4. Consulte a lista de Perfis no AGHUx, disponível no OneDrive da unidade USID, em SETISD - USID - USIDPerfil_SistemasPerfilAGHU.xlsx, para saber qual perfil deverá ser atribuído de acordo com a ocupação e formação do servidor.

5. Importe o usuário para o AGHUx pelo menu:  
   Outros Módulos > Configuração > Acesso > Usuario.  
   Digite o login do colaborador e clique em Pesquisar.  
   Se for colaborador novo, clique em Importar Usuário e faça nova pesquisa pelo login do servidor.  
   Caso o usuário já esteja importado, vá para editar o perfil.

6. Para adicionar o perfil ao usuário:  
   - Clique em Editar Perfil.  
   - Preencha o nome do perfil, selecione-o no menu suspenso e clique em Adicionar.  
   - Após adicionar os perfis, clique em Gravar para finalizar a vinculação dos perfis ao usuário.

7. Vincule o usuário ao cadastro do servidor:  
   - Acesse o menu:  
     Outros Módulos > Colaborador > Administrar Servidor > Servidores.  
   - Busque o cadastro do servidor.  
   - Verifique se o login já está associado ao cadastro do servidor.  
   - Caso não esteja, digite o login no campo login, selecione-o no menu suspenso e pressione o botão Gravar no final da página.

8. Após salvar os dados do servidor, o cadastro do colaborador estará pronto para uso.

9. Para colaboradores administrativos, o login é o login de rede; para colaboradores assistenciais/médicos, o login é o número do conselho.

10. No sistema ADSAcesso (http://hospitalar.heufpel.com.br/adsacesso/), utilizando login/senha de administrador, verifique se o colaborador já possui cadastro de usuário. Caso não possua, crie o usuário e configure o acesso conforme os perfis liberados.

11. Verifique e ajuste os grupos de acesso do usuário no ADSAcesso, removendo os grupos que não estejam na listagem padrão de Grupos do ADS Hospitalar, conforme a planilha disponível no OneDrive da USID (SETISD - USID - USIDPerfil_SistemasGruposADSHospitalar.xlsx).

Esses passos correspondem ao processo completo para liberação de perfil no sistema AGHUX.",35585,679,36264
"Como liberar perfil no sistema ADS Hospitalar?



","Para liberar perfil no sistema ADS Hospitalar, siga os procedimentos abaixo conforme descrito nos documentos:

1. A equipe técnica acessa o sistema AGHUx pelo endereço http://aghu.heufpel.com.br, utilizando login/senha de rede.

2. No AGHUx, acesse o menu:  
   Outros módulos -> Colaborador -> Administrar Servidores -> Pessoas.

3. Na tela de pessoas, digite o nome do colaborador no campo nome e selecione Pesquisar.

4. Após encontrar o colaborador, copie o CPF, pois será necessário para o cadastro no ADS Hospitalar.

5. Selecione a opção Servidor para acessar os dados do servidor do colaborador.

6. Verifique se o login está associado ao cadastro do servidor. Caso não esteja, utilize o POP ""Atribuir Perfil de Acesso ao sistema AGHUx"" para atribuição de perfis no AGHUx.

7. Anote o login de rede para colaboradores administrativos ou o número do conselho para colaboradores assistenciais/médicos.

8. Acesse o sistema ADSAcesso pelo endereço http://hospitalar.heufpel.com.br/adsacesso/ utilizando login/senha de administrador de sistema.

9. No ADSAcesso, verifique se o colaborador já possui cadastro de usuário, acessando o menu Usuários e digitando o nome do colaborador.

10. Caso seja um colaborador novo, importe o usuário para o AGHUx pelo menu:  
    Outros Módulos > Configuração > Acesso > Usuário.  
    Digite o login do colaborador e clique em Pesquisar. Se não encontrado, clique em Importar Usuário e pesquise novamente.

11. Após importar ou localizar o usuário, clique em Adicionar, preencha as informações do usuário, informe o e-mail, marque que o usuário está ativo e clique em Gravar.

12. Para adicionar o perfil ao usuário, clique em Editar Perfil, preencha o nome do perfil, selecione-o no menu suspenso e clique em Adicionar.

13. Após adicionar os perfis, clique em Gravar para finalizar a vinculação dos perfis ao usuário.

14. Vincule o usuário ao cadastro do Servidor inserindo o login do funcionário no campo Login dentro do cadastro do Servidor:  
    Menu: Outros Módulos > Colaborador > Administrar Servidor > Servidores.  
    Busque o cadastro do servidor, verifique se o login está associado; caso não esteja, digite o login, selecione-o no menu suspenso e pressione o botão Gravar.

15. Após salvar os dados do Servidor, o cadastro do colaborador estará pronto para uso.

16. Após a criação do usuário, acesse o menu Senhas para criar o acesso ao sistema. No formulário, preencha:  
    - Cliente: EBSERH  
    - Usuário: nome do colaborador  
    - Sistema: ADSHospitalar  
    - Login: número do conselho (assistenciais/médicos) ou login de rede (administrativos)  
    - Senha: senha padrão (em desuso, pois o acesso é via login/senha de rede)

17. Verifique os perfis que o usuário acessa via base de dados HEACESSO.GDB e remova os grupos que não estejam na listagem padrão de Grupos do ADS Hospitalar, acessando o sistema ADSAcesso no menu Grupos.

18. Para alterar os grupos, pesquise o grupo desejado, selecione Editar, inclua ou remova o usuário na listagem e salve com OK.

Esses passos são detalhados nos documentos 1, 3, 8, 9, 10, 34 e 37.",39674,769,40443
