pergunta,resposta,tokens_prompt,tokens_resposta,tokens_total
"Quais são os materiais necessários para solicitar um parecer do setor/unidade e autorização institucional para desenvolvimento de um Projeto de Ensino/Liga Acadêmica no Hospital Escola UFPEL/EBSERH, de acordo com o documento?","Os materiais necessários para solicitar um parecer do setor/unidade e autorização institucional para desenvolvimento de um Projeto de Ensino/Liga Acadêmica no Hospital Escola UFPEL/EBSERH são:
*   Computador com Internet;
*   Formulário “Solicitação para Realizar Projeto de Ensino/Extensão no Hospital Escola e Outras Unidades” (Site HE UFPEL);
*   programa ADS Ensino.",67840,92,67932
"Quais materiais são necessários para a confecção de segunda via do crachá, de acordo com o documento?","Os materiais necessários para a confecção de segunda via do crachá, de acordo com o documento, são: Computador com Internet (Acesso ao ADS Hospitalar); Programa (POWER POINT); PEN DRIVE; Impressora; Folha A4; Plástico Polaseal; Plastificadora (Poliseladora).",47083,64,47147
"Quais são os papéis dos executores envolvidos no processo após a avaliação do Estudo Clínico pelo Comitê de Ética em Pesquisa (CEP), conforme descrito na seção 'Descrição das atividades'?","Conforme descrito nas seções 'Descrição das atividades' dos documentos fornecidos, os papéis dos executores envolvidos no processo após a avaliação do Estudo Clínico pelo Comitê de Ética em Pesquisa (CEP) são:

*   **Investigador Principal** (Documento 1)
*   **Coordenador de Pesquisa** (Documento 1)
*   **Monitor de Pesquisa** (Documento 1)
*   **Patrocinador do Estudo** (Documento 1)
*   **Pesquisador** (Documentos 5 e 38)
*   **Setor de Pesquisa - GEP** (Documentos 5 e 38)
*   **Chefia do Setor de Pesquisa** (Documento 5)
*   **Comitê COVID** (Documento 5)
*   **Chefias dos setores/serviços** (Documento 5 e 38, referidas também como ""Chefias que autorizaram a pesquisa"")",64485,170,64655
"Quais são os executores do processo de agendamento de visita, auditoria e inspeção regulatória ao Centro de Pesquisa Clínica (CPC), de acordo com o documento?","Auditor
Monitor
Coordenador de Pesquisa - CPC",55424,11,55435
"De acordo com a descrição dos procedimentos, quais medidas de segurança e protocolos foram implementados para os participantes das pesquisas clínicas com suspeita ou confirmação de COVID-19 no Centro de Pesquisa Clínica (CPC) durante o período da pandemia?","De acordo com a descrição dos procedimentos, as seguintes medidas de segurança e protocolos foram implementados para os participantes das pesquisas clínicas com suspeita ou confirmação de COVID-19 no Centro de Pesquisa Clínica (CPC) durante o período da pandemia:

*   **Adiar comparecimento:** Caso o participante esteja com suspeita e/ou confirmação de COVID-19, seu comparecimento ao Centro de Pesquisa será adiado. (Documento 1)
*   **Atendimento em consultório específico (se imprescindível):** Quando for imprescindível a vinda de participantes confirmados e/ou suspeitos de COVID-19 ao Centro de Pesquisa, os atendimentos ocorrerão, preferencialmente, no Consultório de Pesquisa 3, cujo acesso é separado das demais instalações do CPC. (Documento 1)
*   **Paramentação dos profissionais:** Os profissionais deverão paramentar-se conforme MA.HE.004 Manual de Biossegurança e Precauções na Assistência. (Documento 1)
*   **Desinfecção terminal do consultório:** Após o atendimento de um participante suspeito/confirmado, será realizada a desinfecção terminal do Consultório de Pesquisa 3. (Documento 1)
*   **Triagem telefônica prévia:** Os pacientes dos estudos serão contatados 24 horas antes, via telefone, para realização de uma triagem referente a sintomas respiratórios, tanto dele quanto de seu acompanhante. (Documento 2)
*   **Uso obrigatório de máscara:** O uso de máscara é obrigatório durante toda a permanência do paciente no CPC. (Documento 1 e 2)
*   **Aferição de temperatura e questionamento de sintomas na chegada:** Ao chegar à portaria do CPC, a temperatura do paciente será aferida e novamente questões sobre sintomas gripais serão levantadas. (Documento 1)
*   **Orientação para higienização das mãos:** O sujeito de pesquisa será orientado a realizar a Higienizar as mãos conforme POP.CCIH.001 Higienização das Mãos. (Documento 1)
*   **Distanciamento entre os participantes:** O sujeito de pesquisa será orientado a manter distanciamento entre os participantes. (Documento 1)
*   **Sala de espera separada e distanciamento:** A sala de espera dos participantes de pesquisa será separada da sala de espera dos demais serviços instalados no prédio e respeitará o distanciamento de pelo menos 1 metro entre as cadeiras. (Documento 1)
*   **Limpeza concorrente dos consultórios:** Os consultórios receberão limpeza concorrente entre os atendimentos. (Documento 1)",33199,597,33796
"Quais são os documentos e plataformas utilizados para registro e arquivamento dos treinamentos da equipe do Centro de Pesquisa Clínica, de acordo com o documento?","De acordo com os documentos, os documentos e plataformas utilizados para registro e arquivamento dos treinamentos da equipe do Centro de Pesquisa Clínica são:

*   **Documento para registro:** Formulário CPC – 006 Registro de Treinamento.
*   **Plataforma/Sistema onde o formulário está disponível para registro:** sistema ADS Hospitalar (na aba documentos, pasta Centro de Pesquisas Clínicas).
*   **Locais de arquivamento:** na pasta de regulatório do Centro de Pesquisa Clínica e anexado ao processo SEI correspondente ao estudo.",61704,133,61837
"De acordo com o documento, quais são os pontos fundamentais que o conteúdo do Parecer Técnico-Científico (PTC) deve considerar?",ERRO,0,0,0
"como faço para excluir uma apac do sistema ADSHospitalar?
","Ao contrário da exclusão, o que é realizado no sistema ADSHospitalar é a inativação da APAC no banco de dados. Para isso, o profissional de TI deve seguir os passos:

1.  A TI toma conhecimento da necessidade de intervir nas APACs através de chamado aberto no GLPI, contendo o nome completo do paciente e o número ou data da APAC.
2.  Primeiramente, busca-se o ID da solicitação referente à APAC a ser alterada, através do nome do paciente, executando o seguinte comando SQL:
    `SELECT sol.id, sol.apa_num, pa.nome nome_paciente, to_char(sol.created , 'yyyy-mm-dd hh24:mi') criado_em FROM po_apacs_solicitacoes sol INNER JOIN po_pacientes pa on sol.paciente_id = pa.id WHERE pa.nome like '%NOME DO PACIENTE%' ORDER BY id DESC;`
3.  No resultado da pesquisa, verifica-se se as colunas `apa_num` (número da APAC) e `criado_em` (data de solicitação) de pelo menos uma linha conferem com as informações dadas no chamado. Se sim, memoriza-se o ID (coluna `id`).
4.  Em seguida, realiza-se a desativação com o seguinte comando, onde o status é definido como 'I' (inativo), utilizando o ID encontrado na pesquisa anterior:
    `UPDATE po_apacs_solicitacoes SET status = 'I' WHERE id = 00000;`",34212,296,34508
"Como abro um chamado para a Ti utilizando o sistema GLPI?

","Para abrir um chamado via sistema GLPI, o responsável pela execução deve acessá-lo no site do HE, seguindo o caminho:
Site do HE -> Sistemas -> Abertura de chamados -> GLPI – Sistema para abertura de chamados.
Ao abrir o chamado, deve-se informar o local, data e atividades que serão realizadas.

(Informação encontrada no Documento 27)",41474,84,41558
"como fazer para criar um novo ramal voip?


","Para criar um novo ramal VoIP, siga os procedimentos abaixo:

1.  Acesse a Central Telefônica através da interface web, no endereço 10.100.208.21.
2.  Ao acessar a página inicial da Central Telefônica, entre com username e password do administrador.
3.  Após acessar a central telefônica, selecione a opção ""PBX Basic"", subitem ""Extensions"" e clique em ""+ Add"".
4.  Preencha/Altere os seguintes campos na aba General:
    *   **User Information**:
        *   **Extension Number**: Número do ramal a ser incluído.
        *   **Display Name**: Nome que aparecerá no display de quem recebe a ligação deste ramal. Inserir o nome do setor onde o ramal está sendo instalado.
        *   **Caller ID Number**: Número de identificação do ramal. Utilizar o mesmo número inserido no campo Extension Number.
    *   **Authentication**:
        *   **Register Name**: Nome para registro do ramal. Utilizar o mesmo número inserido no campo Extension Number.
        *   **Password**: Utilizar a senha padrão pré-definida para autenticação do ramal.
    *   Demais campos da aba General devem ser mantidos como aparecem.
5.  Na aba Voicemail, preencha/altere os seguintes campos:
    *   **Voicemail Configuration**:
        *   **Enable Voicemail**: Por padrão, manter a caixa de mensagens de voz desabilitada. (Será habilitada por demanda via GLPI).
6.  Na aba Options, preencha/altere os seguintes campos:
    *   **Call Forward**:
        *   **Always**: Por padrão, manter a caixa desabilitada.
        *   **On Unavailable**: Desabilitar esta caixa.
        *   **When Busy**: Desabilitar esta caixa. (Encaminhamento de chamada somente será habilitado por demanda via GLPI).
    *   Demais campos da aba Options devem ser mantidos como aparecem.
7.  Na aba Other, preencha/altere os seguintes campos:
    *   **Web Login**:
        *   **Enable**: Desabilitar esta caixa. (Acesso a funcionalidades do ramal através da interface web somente será habilitado por demanda via GLPI).
    *   Demais campos da aba Other devem ser mantidos como aparecem.
8.  Clique no botão ""Save"" na aba Other.
9.  Clique na faixa em vermelho ""Apply Configurations Changes Here"" para aplicar as alterações.",42670,544,43214
"como faço para atribuir perfil no sistema ADSHospitalar?


","Para atribuir perfil no sistema ADSHospitalar, siga os procedimentos abaixo utilizando o sistema ADSAcesso:

1.  Acesse o sistema ADSAcesso através do endereço: `http://hospitalar.heufpel.com.br/adsacesso/` utilizando o login/senha de administrador de sistema.
2.  No sistema ADSAcesso, verifique se o colaborador já possui cadastro de usuário. Acesse o menu **Usuários** e digite o nome do colaborador no campo `usuário`. Selecione **OK**.
3.  **Se o cadastro não existir:**
    *   Crie o usuário acessando o menu **Usuários**.
    *   Digite as seguintes informações obrigatórias no formulário:
        *   `Cliente`: Selecione a opção EBSERH.
        *   `Nome`: Digite o nome completo do colaborador, sem abreviaturas e sem acentuação.
        *   `CPF`: Digite o número de CPF (copiado do cadastro AGHU da pessoa).
    *   Selecione **Ok** para salvar os dados e criar o usuário.
4.  **Após a criação do usuário (ou se já existia):**
    *   Acesse o menu **Senhas** para criar o acesso ao sistema.
    *   No formulário de cadastro de acesso, preencha os seguintes campos:
        *   `Cliente`: selecione a opção EBSERH.
        *   `Usuário`: selecione o nome do colaborador.
        *   `Sistema`: selecione a opção ADSHospitalar.
        *   `Login`: Para colaboradores assistenciais/médicos/farmacêuticos/bioquímicos, o login é o número do conselho. Para colaboradores administrativos, o login é o nome do login de rede criado para ser utilizado pelo colaborador.
        *   `Senha`: Informe uma senha padrão (observa-se que esta senha está em desuso, pois o colaborador deverá acessar utilizando o login/senha de rede e não deverá ser informada ao usuário).
5.  **Para adicionar a permissão (perfil) ao usuário:**
    *   Consulte a planilha de perfil disponível no One Drive da USID, indo em `SETISD - USID - USIDPerfil_SistemasGruposADSHospitalar.xlsx`.
    *   Acesse o sistema ADSAcesso, indo no menu **Grupos**.
    *   Pesquise o grupo que deseja alterar os acessos.
    *   Acesse o grupo desejado, selecionando a opção **Editar**.
    *   Marque o nome do colaborador na listagem de usuários para incluí-lo ao grupo (atribuição de acesso).
    *   Após, selecione a opção **Ok** para salvar os dados.
6.  **Para remover grupos (se o usuário já possui cadastro e precisa ter grupos removidos):**
    *   Acesse o sistema ADSAcesso, indo no menu **Grupos**.
    *   Pesquise o grupo que deseja alterar os acessos.
    *   Acesse o grupo desejado, selecionando a opção **Editar**.
    *   Desmarque o nome do colaborador na listagem de usuários para remover a permissão ao grupo.
    *   Após, selecione a opção **Ok** para salvar os dados.",40878,664,41542
"o que fazer para incluir um novo leito no sistema AGHU?
","Para incluir um novo leito no sistema AGHU, siga os procedimentos abaixo:
Acesse o sistema AGHUx através do seguinte endereço: https://aghu.heufpel.com.br/
Vá no menu Internação -> Cadastros -> Quartos e Leitos -> Quartos e Leitos.
Na tela de pesquisa, digite o nome da enfermaria na qual deseja criar o novo leito e clique em Pesquisar.
Após encontrar a enfermaria desejada, clique no ícone de edição.
Na tela Cadastrar Quarto, clique no botão Adicionar, para criação de um novo leito para a enfermaria.
No formulário de cadastro de leitos, preencha todos os campos e deixe selecionado todos os campos.
Após o preenchimento, clique no botão Confirmar.
Após incluir todos os leitos desejados, selecione o botão Gravar, para que as informações fiquem gravadas.
Verifique o novo leito no censo diário, indo no menu Internação -> Censo Diário dos Pacientes e selecionando a unidade funcional no qual a enfermaria está vinculada e selecionando o botão Pesquisar.
Caso o leito esteja desativado, selecione o ícone para ativar o leito, já deixando pronto para transferência ou internação.",39655,270,39925
"Como atender um chamado através do sistema GLPI?

","Para atender um chamado através do sistema GLPI, os procedimentos são:

1.  Assim que um novo chamado é criado/enviado, o sistema emite um alerta sonoro no Setor de Tecnologia da Informação e Saúde Digital.
2.  O novo chamado deverá ser analisado por um dos técnicos, através do sistema GLPI, disponível no link: http://glpi.heufpel.com.br/glpi.
3.  O técnico irá conferir o tipo do chamado, a categoria e a localização e, se for necessário, fará as correções.
4.  O técnico poderá atribuir o chamado para si ou para outro colaborador/grupo mais apropriado para a tarefa (situação ""atribuído"").
5.  Caso o colaborador que está atendendo o chamado tenha dúvidas ou faltem informações, ele deverá incluir um acompanhamento no chamado, através do menu ""Processando chamado -> Acompanhamento"". Neste caso, o técnico deverá alterar a situação do chamado para “Aguardando feedback”. O colaborador que abriu o chamado deverá responder no próprio chamado, através da inclusão de um acompanhamento.
6.  Assim que a execução do chamado for iniciada, o mesmo deverá ser colocado na situação “em atendimento”.
7.  Caso o chamado esteja aguardando alguma pendência externa para ser solucionado (por exemplo: chegada de um equipamento, resolução de chamado pela sede etc.), o mesmo deverá ser colocado na situação “pendente”, na qual o tempo de solução será pausado.
8.  Quando o atendimento for finalizado, o colaborador deverá encerrar o chamado, através do menu ""Processando chamado -> Solução"". Deve ser selecionado um modelo de solução e inserida uma descrição de acordo com o que foi realizado durante o atendimento. Caso não seja possível solucionar, a justificativa também deverá ser incluída na descrição, ficando o chamado com a situação “Solucionado”.
9.  O usuário irá receber um e-mail, indicando que o chamado foi solucionado e a solução que foi aplicada. Neste caso, o usuário deverá aprovar ou recusar a solução e preencher a pesquisa de satisfação para que o chamado seja efetivamente finalizado. Em caso de recusa da solução, o chamado será automaticamente reaberto. Caso o usuário não aprove ou recuse a solução em até 48 horas, o chamado será finalizado automaticamente pelo sistema.",48636,547,49183
"Como liberar perfil no sistema AGHUX?


","Para liberar perfil no sistema AGHUX, siga os procedimentos abaixo, conforme descrito nos documentos fornecidos:

1.  **Consulte a lista de Perfis no AGHUx** para saber qual perfil deve ser atribuído, considerando a ocupação e formação do servidor. Essa lista está disponível através do Onedrive da unidade USID, indo em SETISD - USID - USIDPerfil_SistemasPerfilAGHU.xlsx.
2.  Após verificar qual perfil deverá ser atribuído, acesse o AGHUx e vá para o menu **Outros Módulos > Configuração > Acesso > Usuario**.
3.  Será aberta uma tela para **Pesquisa de Usuários**. Digite o login do colaborador e clique em **Pesquisar**.
4.  Se for um colaborador novo, e nenhum registro for encontrado, irá aparecer o botão **Importar Usuário**. Clique nele e faça novamente a pesquisa pelo login do servidor.
5.  Se o sistema apresentar o login do servidor na listagem, ou após a importação, e aparecer o botão **Adicionar**, clique nele e preencha as informações do usuário (e-mail pessoal ou institucional, marque que o usuário está ativo) e pressione **Gravar**.
6.  Para adicionar o perfil ao usuário, clique em **Editar Perfil**.
7.  Preencha o nome do perfil, selecione-o no menu suspenso e clique em **Adicionar**.
8.  Após adicionar os perfis, clique em **Gravar** para finalizar a vinculação dos perfis ao usuário do colaborador.
9.  Depois de liberar os perfis, vincule o usuário ao cadastro do Servidor. Para isso, acesse o menu **Outros Módulos > Colaborador > Administrar Servidor > Servidores** e busque pelo cadastro do servidor.
10. Com o cadastro do servidor aberto, verifique se o login já está associado. Caso não esteja, digite o login no campo **Login**, selecione-o no menu suspenso e pressione o botão **Gravar**, que fica no fim da página.

Após salvar os dados do Servidor, o cadastro do colaborador estará pronto para uso.",36631,459,37090
"Como liberar perfil no sistema ADS Hospitalar?



","Para liberar perfil no sistema ADS Hospitalar, siga os passos abaixo, utilizando o sistema ADSAcesso e a base de dados:

1.  **Acessar o sistema AGHUx (para obter dados do colaborador):**
    *   A equipe técnica acessa o sistema AGHUx (http://aghu.heufpel.com.br) usando login/senha de rede.
    *   No AGHUx, acesse o menu Outros módulos -> Colaborador -> Administrar Servidores -> Pessoas.
    *   Digite o nome do colaborador no campo nome e selecione a opção Pesquisar.
    *   Copie o CPF da pessoa.
    *   Selecione a opção Servidor para acessar os dados de servidor do colaborador.
    *   Anote o login de rede (para colaboradores administrativos) ou o número do conselho (para assistenciais/médicos/farmacêuticos/bioquímicos).

2.  **Acessar o sistema ADSAcesso (para gerenciar o perfil):**
    *   Acesse o sistema ADSAcesso (http://hospitalar.heufpel.com.br/adsacesso/) utilizando o login/senha de administrador de sistema.
    *   No ADSAcesso, verifique se o colaborador já possui cadastro de usuário, acessando o menu Usuários e digitando o nome no campo usuário, depois selecione OK.

3.  **Criar acesso inicial ao sistema (se necessário):**
    *   Após a criação do usuário, acesse o menu Senhas.
    *   No formulário de cadastro de acesso, preencha:
        *   **Cliente:** EBSERH
        *   **Usuário:** nome do colaborador
        *   **Sistema:** ADSHospitalar
        *   **Login:** número do conselho (para assistenciais/médicos/farmacêuticos/bioquímicos) ou login de rede (para administrativos).
        *   **Senha:** Informe uma senha padrão (não informar ao usuário, pois o acesso é com login/senha de rede).

4.  **Atribuir e/ou remover perfis/grupos de acesso:**
    *   Caso o usuário já possua cadastro, verifique os perfis que ele acessa, consultando a base de dados `HEACESSO.GDB` através de uma ferramenta de gerenciamento de base de dados.
    *   Para verificar o identificador do usuário, digite o comando SQL: `select * from acesso_usuarios usu where usu.usuario_cpf='XXX.XXX.XXX-XX';` (substitua o CPF). Obtenha o valor do campo `usuario_id`.
    *   Para listar os grupos aos quais o usuário tem acesso, execute: `SELECT * FROM ACESSO_GRUPOS_USUARIOS r INNER JOIN ACESSO_GRUPOS u ON u.GRUPO_ID=r.GRUPO_ID INNER JOIN acesso_usuarios usu ON usu.usuario_id = r.usuario_id and usu.usuario_id=<usuário_id>;` (substitua `<usuário_id>`).
    *   No cadastro do usuário no ADSAcesso, adicione a permissão ao usuário com base na planilha de perfil disponível no One Drive da USID (SETISD - USID - USIDPerfil_SistemasGruposADSHospitalar.xlsx).
    *   Remova os grupos que não estão na listagem padrão de Grupos do ADS Hospitalar. Para isso:
        *   Acesse o sistema ADSAcesso, indo no menu Grupos.
        *   Pesquise o grupo desejado.
        *   Acesse o grupo selecionando a opção Editar.
        *   Marque o nome do colaborador (para incluir) ou desmarque (para remover a permissão) na listagem de usuários.
        *   Selecione Ok para salvar os dados.",41348,750,42098
"Como criar agenda de consultas no sistema ADS Hospitalar?



","Para criar uma agenda de consultas no sistema ADS Hospitalar, siga os passos abaixo:

1.  Acessar o sistema ADSHospitalar e ir no menu **Cadastros -> Profissionais**.
2.  Na tela de Profissionais, digitar o nome do profissional para o qual será criada a grade e selecionar a opção **Buscar**.
3.  **Caso o cadastro do profissional não exista**: Selecionar a opção **+ Cadastrar Profissional**. O sistema apresentará a tela de preenchimento dos dados do profissional. Preencha todos os dados e selecione a opção **Salvar**. (Importante: em caso de criação de grade para equipe, será necessário informar um número de conselho fictício, que contenha 10 dígitos).
4.  Após atualizar o cadastro do profissional, inclua o profissional ao serviço solicitado, indo no menu **Agenda -> Serviço X Profissional**.
5.  Na tela do sistema, selecione o serviço e o profissional e clique no botão **OK** para salvar.
6.  Após a vinculação do profissional ao serviço, crie a grade ambulatorial, indo no menu **Agenda -> Profissionais X HR. Atendimento**.
7.  O sistema apresentará a tela para a inclusão da grade. Selecione o serviço e o profissional, clicando no botão **OK** para verificar se já existe uma grade criada.
8.  **Caso não exista nenhuma grade criada para o serviço/profissional**: Preencha os campos para a criação da grade conforme os dados informados no chamado GLPI. Após o preenchimento, selecione a opção **OK** para salvar a grade.",50164,359,50523
"Como excluir uma APAC?



","Ao contrário do que geralmente é solicitado pelo requerente, a exclusão de uma APAC não é realizada. Em vez disso, é feita a inativação da APAC no banco de dados. O procedimento envolve:
1. A TI toma conhecimento através de um chamado GLPI contendo o nome completo do paciente e o número ou data da APAC.
2. Busca-se o ID da solicitação da APAC através do nome do paciente usando o comando:
   `SELECT sol.id, sol.apa_num, pa.nome nome_paciente, to_char(sol.created , 'yyyy-mm-dd hh24:mi') criado_em FROM po_apacs_solicitacoes sol INNER JOIN po_pacientes pa on sol.paciente_id = pa.id WHERE pa.nome like '%NOME DO PACIENTE%' ORDER BY id DESC;`
3. No resultado da pesquisa, verifica-se se as colunas `apa_num` (número da APAC) e `criado_em` (data de solicitação) de pelo menos uma linha conferem com as informações dadas no chamado e memoriza-se o ID (coluna id).
4. A desativação é feita com o comando, onde o status é definido como 'I' (inativo), utilizando o ID encontrado na pesquisa anterior como condicional:
   `UPDATE po_apacs_solicitacoes SET status = 'I' WHERE id = 00000;`",45075,270,45345
"Como ingressar um computador no AD?



","Para ingressar um computador no Active Directory (AD), siga os passos abaixo:

1.  **Verificar cadastro no AD:**
    *   Consulte o AD utilizando o botão ""Localizar"" (caminho: EBSERH > HEPEL > Botão Direito > Localizar).
    *   Se a máquina já possuir etiqueta no padrão HEPEL-WK-0XXXX, significa que já tem cadastro no AD; nesse caso, apenas verifique se o mesmo está habilitado.
    *   Se for uma máquina nova, ela deverá ser cadastrada no AD antes de iniciar o processo:
        *   Usando o RSAT, clique em HEPEL > Computadores > Novo > Computador.
        *   Informe o nome no padrão HEPEL-WK-0XXXX, observando a numeração do último computador já cadastrado para manter a sequência.
        *   Após cadastrar, clique com o botão direito no novo computador, selecione ""propriedades"" e escreva a descrição da máquina no padrão adotado (Localização + Sub localização).

2.  **Login no computador local:**
    *   Após verificar o registro no AD, faça login no computador utilizando o usuário administrador local da máquina.

3.  **Trocar o nome e a descrição do computador (se necessário):**
    *   Pressione a tecla Windows + tecla Pause/Break.
    *   Selecione ""Alterar configurações"".
    *   Altere a ""Descrição do computador"".
    *   Depois, selecione ""Alterar..."" e mude o ""Nome do computador"".
    *   Pressione ""OK"", salve as configurações e reinicie a máquina.
    *   Após reiniciar, faça novamente o login com o administrador local.

4.  **Ingressar o computador no domínio EBSERH através do ID de Rede:**
    *   Pressione a tecla Windows + tecla Pause/Break.
    *   Selecione ""Alterar configurações"".
    *   Escolha ""ID de rede"".
    *   Na próxima tela, selecione a opção ""Este computador faz parte de uma rede corporativa"" e pressione ""Avançar"".
    *   Selecione ""Minha empresa usa uma rede com domínio"" e pressione ""Avançar"".
    *   Pressione ""Avançar"" na tela de informações para prosseguir.
    *   Informe o nome do usuário, a senha e o nome do domínio EBSERHNET.EBSERH.GOV.BR.
    *   Quando aparecer uma tela informando que uma conta foi encontrada para este computador e perguntando se deseja utilizá-la, pressione ""Não"".
    *   Abrirá uma tela pedindo para confirmar o nome do computador e o domínio; preencha os dados e avance para a próxima etapa.
    *   Informe novamente o nome do usuário administrador da rede (ex: adm.lcosta), a senha e o domínio EBSERHNET.EBSERH.GOV.BR.
    *   Na próxima tela, perguntará se você deseja adicionar o usuário como usuário de domínio; pressione ""Sim"".
    *   Conceda o nível de acesso ""Administrador"" para o usuário e pressione ""Avançar"".
    *   Pressione ""Concluir"", depois clique em ""OK"" e reinicie a máquina.

5.  **Criar perfil do usuário e desabilitar firewall:**
    *   Faça login com o usuário de domínio para criar o perfil no computador.
    *   Desabilite o firewall do Windows:
        *   Pressione Windows + R.
        *   Escreva `firewall.cpl` e clique em ""OK"".
        *   Selecione ""Ativar ou Desativar o Windows Defender Firewall"" e desative o firewall.

Após estes passos, o computador estará inserido no AD EBSERH.",37824,778,38602
"Como cadastrar leito no sistema AGHUX?



","Para cadastrar leito no sistema AGHUX, siga os procedimentos abaixo:

1.  Acesse o sistema AGHUx através do endereço: https://aghu.heufpel.com.br/
2.  Vá no menu Internação -> Cadastros -> Quartos e Leitos -> Quartos e Leitos.
3.  Na tela de pesquisa, digite o nome da enfermaria na qual deseja criar o novo leito e clique em Pesquisar.
4.  Após encontrar a enfermaria desejada, clique no ícone de edição.
5.  Na tela Cadastrar Quarto, clique no botão Adicionar para criação de um novo leito para a enfermaria.
6.  No formulário de cadastro de leitos, preencha todos os campos e deixe selecionado todos os campos.
7.  Após o preenchimento, clique no botão Confirmar.
8.  Após incluir todos os leitos desejados, selecione o botão Gravar para que as informações fiquem gravadas.
9.  Verifique o novo leito no censo diário, indo no menu Internação -> Censo Diário dos Pacientes e selecionando a unidade funcional na qual a enfermaria está vinculada e o botão Pesquisar.
10. Caso o leito esteja desativado, selecione o ícone para ativar o leito, deixando-o pronto para transferência ou internação.",41635,273,41908
"Como atender alterações de dados nos sistemas?
","O Setor de Tecnologia da Informação e Saúde Digital (SETISD) poderá atender alterações de dados nos sistemas quando uma informação incorreta tiver sido registrada pelo usuário e o sistema não fornecer funcionalidade para o ajuste. Esta alteração será realizada diretamente na base de dados, mediante justificativa do usuário através de chamado GLPI.

Os procedimentos para atender alterações de dados são:

1.  **Solicitação**: O usuário solicita a alteração das informações via base de dados quando o software não apresentar uma funcionalidade específica para tal.
2.  **Abertura de Chamado**:
    *   Para **dados assistenciais** (como alteração de evolução, anamnese, descrição de ato cirúrgico), a chefia da unidade/setor deve abrir um processo no SEI, criar um despacho com as alterações necessárias e a justificativa, assinar e encaminhar para a unidade USID/SETISD/SUP/HE-UFPel. Além disso, deve-se abrir um chamado no sistema GLPI para acompanhamento.
    *   Para **dados administrativos** (como alteração em número de APAC, alteração de nome de exame), a abertura do chamado deve ser realizada apenas via GLPI pela chefia do setor/unidade ou colaborador para o qual a chefia delegar esta função formalmente, justificando a alteração.
3.  **Verificação e Atribuição**: A equipe técnica deverá verificar o chamado no GLPI e atribuí-lo ao colaborador responsável pela solução.
4.  **Análise e Execução da Alteração**: A USID analisa a solicitação:
    *   Se a alteração for em relação a sistemas desenvolvidos pela Sede, um chamado deverá ser aberto através da ferramenta SAPE Sistemas, e o número do SAPE deverá ser incluído no acompanhamento do chamado GLPI.
    *   Caso seja um sistema desenvolvido pelo Hospital, a alteração deverá ser realizada via base de dados.
5.  **Documentação**: Fotos do sistema antes e depois da alteração, contendo os dados, devem ser incluídas no chamado GLPI. Se o sistema permitir outro tipo de impressão (ex: relatório em PDF), esta poderá ser utilizada.
6.  **Finalização**: Após a solução, o chamado GLPI deverá ser finalizado. Caso também tenha sido aberto um processo no SEI, o mesmo deverá ser concluído através de um despacho informando o número do GLPI. Nos acompanhamentos do chamado no GLPI também deverá constar o número do processo SEI.

Caso esteja aguardando resolução pela sede, o chamado GLPI deverá permanecer com a situação “Pendente” e o número do chamado no SAPE deverá ser adicionado ao acompanhamento da ferramenta GLPI.",55065,621,55686
"Como gerar relatório mensal da terceirizada?
","Para gerar o relatório mensal da terceirizada (empresa de desenvolvimento de sistemas), siga os procedimentos abaixo:

1.  No primeiro dia útil do mês, o fiscal do contrato (ou fiscal substituto) deverá emitir o relatório mensal de tarefas concluídas.
2.  Acessar a ferramenta Redmine (http://projetos.heufpel.com.br/redmine) utilizando seu login e senha de rede.
3.  Após logar no Redmine, acessar o menu Projetos e escolher o(s) projeto(s) que foi(ram) desenvolvido(s) pela empresa durante o mês.
4.  No projeto desejado, ir na aba Tarefas e filtrar pela situação ""diferente de Nova"".
5.  Adicionar o filtro ""Atribuído para"" e selecionar os nomes dos colaboradores que fazem parte da empresa de desenvolvimento de sistemas e/ou o grupo ""time de desenvolvimento"".
6.  Colocar o filtro ""Início maior ou igual ao primeiro dia do mês para faturamento"".
7.  Aplicar os filtros.
8.  Após a filtragem, verificar as tarefas do grupo ""time de desenvolvimento"" para conferir se os desenvolvedores incluíram horas. Caso sim, marcar essas tarefas juntamente com as tarefas atribuídas aos nomes dos desenvolvedores.
9.  Selecionar a opção ""CSV"" e o botão ""Exportar"".
10. No arquivo CSV gerado, analisar as tarefas e excluir as linhas que não deveriam conter na planilha.
11. Filtrar a coluna ""Início"" apenas com o mês a ser faturado.
12. Verificar o tempo estimado e o tempo gasto para confirmar se a demanda foi realizada no prazo. Caso contrário, aplicar o desconto conforme especificado no contrato.",102348,372,102720
