id,pergunta,resposta,arquivo_fonte
58,"Quais são os objetivos e o material necessário para estabelecer a rotina de criação do processo SEI para solicitações de autorização de pesquisas acadêmicas, científicas, relatos de caso e estudos clínicos no Hospital Escola-UFPEL/Ebserh?","OBJETIVO(S) Estabelecer rotina de criação do processo SEI para solicitação de autorização às chefias dos setores envolvidos, para a realização de pesquisas acadêmicas, científicas, relatos de caso e estudos clínicos no Hospital Escola-UFPEL/Ebserh, bem como manter seus registros atualizados junto ao sistema de informações. MATERIAL Computador com acesso à internet.",POP.GEP.002 Criacao Processo SEI Solicitacao autorizacao as chefias dos setores envolvidos V.2.docx
59,Qual o procedimento a ser seguido pelo responsável pela acolhida 72 horas antes da data agendada para a atividade de acolhimento dos alunos?,O responsável deverá enviar e-mail para o docente responsável pelo estágio confirmando a atividade e que informe os alunos.,POP.GEP.007 Organização das acolhidas aos alunos GRADUAÇÃO E TÉCNICOS.docx
60,"Quais arquivos devem ser anexados ao e-mail enviado aos residentes, supervisores e coordenadores dos programas, conforme descrito no documento?","Programação da Acolhida, Código de Ética e Conduta dos residentes e acadêmicos, Fluxograma de Exposição Biológica, Manual do Residente, Tutorial de Acesso ao Portal de Periódicos da CAPES, Política de Segurança da Informação e Comunicação, Política de Utilização dos Recursos de Tecnologia da Informação no HE-UFPEL, UPTODATE cartão de referência rápida.",POP.GEP.008 Organização das acolhidas aos RESIDENTES.docx
61,"Quais são os materiais necessários para a solicitação de Estágios Curriculares Obrigatórios, conforme descrito no documento?",Computador com Internet; formulário Cronograma de Estágios.,POP.GEP.009 Solicitação de Estágio Curricular Obrigatório.docx
62,"Quais são os semestres do curso de Medicina da UFPEL que englobam as atividades práticas obrigatórias do Internato, consideradas estágios?","O Internato abrange os alunos do 9º, 10º, 11º e 12º semestres do curso e as atividades práticas são consideradas estágios obrigatórios.",POP.GEP.015 FORMALIZAÇÃO DE ESTÁGIO PARA O INTERNATO DO CURSO DE MEDICINA UFPEL.docx
63,"De acordo com o documento, quais são os fins permitidos para a solicitação de consulta e utilização de dados institucionais, listados no Objetivo?","- Apresentação de estudo de caso, caso clínico ou atividade pertencente a disciplina curricular dos cursos; - Obtenção de dados preliminares para elaboração de projeto de pesquisa; - Trabalho para apresentação de evento ou publicação em revista*.",POP.GEP.016 AUTORIZAÇÃO DE CONSULTA E UTILIZAÇÃO DE DADOS INSTITUCIONAIS.docx
64,"Quais são os objetivos e o material necessário para a monitoração das solicitações de uso de dados institucionais e/ou de prontuários, conforme descrito no documento?","OBJETIVOS Monitorar as solicitações de uso de dados institucionais e/ou de prontuários quanto à execução do trabalho, e realizar a cobrança dos resultados, quando houver. A monitorização pode ser realizada semestralmente, nos meses de janeiro e junho. MATERIAL Computador com Internet.",POP.GEP.018 CONTROLE DE RECEBIMENTO DOS RESULTADOS DOS TRABALHOS QUE UTILIZARAM DADOS DE PRONTUÁRIOS OU INSTITUCIONAIS.docx
65,"Qual o material necessário para realizar o agendamento pontual das salas de ensino e de orientação (QG) no Hospital Escola da UFPel, de acordo com o documento?","Computador com Internet, telefone, Sistema de Agendamento de Salas (SAS) disponível no site do HE-UFPel.",POP.GEP.019 Agendamento Pontual de Salas de Ensino e Orientação (QG).docx
66,"De acordo com o documento, quais são os materiais necessários para realizar o agendamento permanente de salas de ensino e de orientação?","Computador com Internet, telefone, Sistema de Agendamento de Salas (SAS) disponível no site do HE-UFPel.",POP.GEP.020 Agendamento Permanente de Salas de Ensino e Orientação (QG).docx
67,"Quais os formulários necessários para a solicitação e relatório de um Projeto de Atuação/Intervenção no Hospital Escola UFPEL, conforme descrito no documento?",Formulário “Solicitação para realização de Projeto de Atuação/Intervenção no Hospital Escola UFPEL” GEP-007; Formulário “Relatório de Apresentação dos Resultados -  Projeto de Atuação/Intervenção” GEP-012,POP.GEP.021 Formalização de Projeto de Atuação revisado versão final.docx
68,"Quais são os materiais necessários para solicitar um parecer do setor/unidade e autorização institucional para desenvolvimento de um Projeto de Ensino/Liga Acadêmica no Hospital Escola UFPEL/EBSERH, de acordo com o documento?","Computador com Internet; Formulário “Solicitação para Realizar Projeto de Ensino/Extensão no Hospital Escola e Outras Unidades” (Site HE UFPEL), programa ADS Ensino.",POP.GEP.022 Projeto de Ensino.docx
69,"Quais materiais são necessários para a confecção de segunda via do crachá, de acordo com o documento?",Computador com Internet (Acesso ao ADS Hospitalar); Programa (POWER POINT); PEN DRIVE; Impressora; Folha A4; Plástico Polaseal; Plastificadora (Poliseladora).,POP.GEP.024 SOLICITAÇÃO DE 2ª VIA DE CRACHÁ HOSPITAL ESCOLA UFPELEBSERH.docx
70,"Quais são os papéis dos executores envolvidos no processo após a avaliação do Estudo Clínico pelo Comitê de Ética em Pesquisa (CEP), conforme descrito na seção 'Descrição das atividades'?","Investigador Principal - CPC, Sub Investigador - CPC, Coordenador de Pesquisa – CPC, Monitor de Pesquisa, Patrocinador do estudo",POP.GEP.027 PROCESSO PÓS-AVALIAÇÃO DO ESTUDO CLÍNICO PELO COMITÊ DE ÉTICA EM PESQUISA (CEP).docx
71,"Quais são os executores do processo de agendamento de visita, auditoria e inspeção regulatória ao Centro de Pesquisa Clínica (CPC), de acordo com o documento?","Auditor, Monitor e Coordenador de Pesquisa - CPC",POP.GEP.028 AGENDAMENTO DE VISITA AO CENTRO DE PESQUISA CLÍNICA (CPC).docx
72,"De acordo com a descrição dos procedimentos, quais medidas de segurança e protocolos foram implementados para os participantes das pesquisas clínicas com suspeita ou confirmação de COVID-19 no Centro de Pesquisa Clínica (CPC) durante o período da pandemia?","Caso o participante, esteja com suspeita e/ou confirmação de COVID-19, será adiado seu comparecimento ao Centro de Pesquisa. Quando for imprescindível a vinda dos participantes confirmados e/ou suspeitos de COVID-19 ao Centro de Pesquisa, os atendimentos ocorrerão, preferencialmente, no Consultório de Pesquisa 3, cujo acesso é separado das demais instalações do CPC. Os profissionais deverão paramentar-se conforme MA. HE. 004 Manual de Biossegurança e Precauções na Assistência (disponível no site do Hospital Escola -> Intranet -> Documentos e manuais -> Manuais, POP’s e Protocolos Aprovados pela Qualidade -> Manuais/GAS). Após o atendimento será realizada a desinfecção terminal deste consultório.",POP.GEP.037 COMPARECIMENTO DE PARTICIPANTES DAS PESQUISAS NO CENTRO DE PESQUISA CLÍNICA DURANTE A PANDEMIA DE COVID-19.docx
73,"Quais são os documentos e plataformas utilizados para registro e arquivamento dos treinamentos da equipe do Centro de Pesquisa Clínica, de acordo com o documento?","O registro dos treinamentos internos será registrado no formulário CPC – 006 Registro de Treinamento (disponível no sistema ADS Hospitalar, aba documentos, pasta Centro de Pesquisas Clínicas). O registro será arquivado na pasta de regulatório do Centro de Pesquisa Clínica e anexado ao processo SEI correspondente ao estudo.",POP.GEP.041 TREINAMENTOS DA EQUIPE DO.docx
74,"De acordo com o documento, quais são os pontos fundamentais que o conteúdo do Parecer Técnico-Científico (PTC) deve considerar?",a descrição dos aspectos epidemiológicos da condição de saúde à qual a tecnologia será destinada; a descrição do tratamento recomendado e da tecnologia a ser avaliada; a pergunta a ser respondida pelo parecer; as fontes de informação utilizadas; a descrição do método; a síntese e a qualidade das evidências disponíveis; os resultados encontrados e as recomendações.,POP.GEP.042 AVALIAR TECNOLOGIAS EM SAÚDE E EMITIR PARECER TÉCNICO CIENTÍFICO (PTC) - V. 02.docx
75,"como faço para excluir uma apac do sistema ADSHospitalar?
","Para desativar uma APAC no sistema ADSHospitalar, a TI deve tomar conhecimento através de um chamado aberto no GLPI, contendo o nome completo do paciente e o número ou data da APAC. Em vez de excluir, o procedimento correto é inativar a APAC no banco de dados. Para isso, busca-se o ID da solicitação referente à APAC informada através do nome do paciente. Em seguida, executa-se um comando SQL para atualizar o status da APAC para 'I' (inativo), utilizando o ID encontrado como condicional.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.029 EXCLUIR UMA APAC.docx
76,"Como abro um chamado para a Ti utilizando o sistema GLPI?

","O sistema GLPI deve ser utilizado para abrir chamados referentes aos recursos de informática e telecomunicações do Hospital Escola, tais como casos de falhas em sistemas/equipamentos de TI, instalação de equipamentos/sistemas, melhorias em processos de sistemas, permissão de acesso aos sistemas geridos pelo SETISD, instalação/manutenção de ramais telefônicos, instalação/manutenção de computadores, manutenção em impressoras e dúvidas de informática em geral. Para abrir um chamado, o usuário deve acessar o sistema GLPI e informar sua dúvida. Se o contato tiver sido efetuado apenas por telefone e não exista chamado registrado no sistema, o colaborador do SETISD deverá orientar para que o usuário formalize a sua dúvida via GLPI, para que este atendimento seja formalizado e contabilizado junto com os outros atendimentos realizados pelo setor.","Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.002 RESPONDER DÚVIDAS DE TECNOLOGIA DA INFORMAÇÃO.docx, POP.SETISD.001 RECEBER E EXECUTAR CHAMADO ATRAVÉS DA FERRAMENTA GLPI.docx"
77,"como fazer para criar um novo ramal voip?


","Para criar um novo ramal VoIP, acesse a Central Telefônica através da interface web no endereço 10.100.208.21, entre com o username e password do administrador. Selecione a opção ""PBX Basic"", subitem ""Extensions"" e clique em ""+ Add"". Na aba General, preencha os campos Extension Number, Display Name e Caller ID Number com o número do ramal. Em Authentication, preencha o campo Register Name com o mesmo número do ramal e defina uma senha padrão. Mantenha os demais campos da aba General como estão. Por padrão, mantenha a caixa de mensagens de voz desabilitada na aba Voicemail. Na aba Options, mantenha as caixas de encaminhamento de chamada desabilitadas. Na aba Other, desabilite a caixa Web Login. Clique em ""Save"" e depois em ""Apply Configurations Changes Here"".",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.021 CRIAR RAMAL VOIP.docx
78,"como faço para atribuir perfil no sistema ADSHospitalar?


","Para atribuir um perfil no sistema ADSHospitalar, siga os passos:

1.  Acesse o sistema AGHUx para obter o CPF do colaborador.
2.  Acesse o sistema ADSAcesso para verificar se o colaborador já possui cadastro. Se não, crie o usuário informando os dados obrigatórios.
3.  Acesse o menu Senhas e preencha os campos para criar o acesso ao sistema ADSHospitalar, utilizando o número do conselho para colaboradores assistenciais/médicos/farmacêuticos/bioquímicos e o login de rede para administrativos.
4.  Caso o usuário já possua cadastro, verifique os perfis que ele acessa via base de dados e remova o usuário dos grupos aos quais ele não pode ter acesso, conforme a tabela padrão de perfis no One Drive da USID.
5.  Adicione a permissão ao usuário com base na planilha de perfil disponível no One Drive da USID.
6.  Remova os grupos que não estão na listagem padrão de Grupos do ADS Hospitalar no sistema ADSAcesso.
7.  Acesse o grupo desejado e inclua ou remova o usuário conforme a permissão necessária.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.004 ATRIBUIR PERFIL NO SISTEMA ADSHOSPITALAR.docx
79,"o que fazer para incluir um novo leito no sistema AGHU?
","Para cadastrar um novo leito no sistema AGHU, acesse o sistema AGHUx através do link https://aghu.heufpel.com.br/. No menu, vá em Internação -> Cadastros -> Quartos e Leitos -> Quartos e Leitos. Pesquise a enfermaria desejada, clicando no ícone de edição. Na tela Cadastrar Quarto, clique no botão Adicionar para criar um novo leito para a enfermaria. Preencha todos os campos no formulário de cadastro de leitos e selecione todos os campos. Após o preenchimento, clique no botão Confirmar e depois no botão Gravar para salvar as informações. Para verificar o novo leito, vá no menu Internação -> Censo Diário dos Pacientes, selecione a unidade funcional da enfermaria e clique em Pesquisar. Se o leito estiver desativado, clique no ícone para ativá-lo.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.011 CADASTRAR LEITOS NO SISTEMA AGHUX.docx
80,"Como atender um chamado através do sistema GLPI?

","Para atender um chamado através do sistema GLPI, siga os seguintes passos:

1.  Assim que um novo chamado é criado/enviado, o sistema de chamados emite um alerta sonoro no Setor de Tecnologia da Informação e Saúde Digital.
2.  Um dos técnicos deve analisar o novo chamado através do sistema GLPI, disponível no link: http://glpi.heufpel.com.br/glpi.
3.  O técnico irá conferir o tipo do chamado, a categoria e a localização e, se for necessário, fará as correções. O tempo de solução é calculado automaticamente conforme o Acordo em Nível de Serviço (SLA).
4.  O técnico poderá atribuir o chamado para si ou para outro colaborador/grupo mais apropriado para esta tarefa (situação atribuído). Se o técnico tiver dúvidas ou faltarem informações, ele deverá incluir um acompanhamento no chamado, através do menu Processando chamado -> Acompanhamento. Este acompanhamento será encaminhado por e-mail ao colaborador que abriu o chamado. Neste caso, o técnico deverá alterar a situação do chamado para “Aguardando feedback”. O colaborador que abriu o chamado deverá responder no próprio chamado, através da inclusão de um acompanhamento.
5.  Assim que a execução do chamado for iniciada, o mesmo deverá ser colocado na situação “em atendimento”. Caso o chamado esteja aguardando alguma pendência externa para ser solucionado (por exemplo: chegada de um equipamento, resolução de chamado pela sede etc.), o mesmo deverá ser colocado na situação “pendente”, na qual o tempo de solução será pausado.
6. Quando o atendimento for finalizado o colaborador deverá encerrar o chamado, através do menu Processando chamado -> Solução. Deve ser selecionado um modelo de solução e inserido uma descrição de acordo com o que foi realizado durante o atendimento. Caso não seja possível solucionar, a justificativa também deverá ser incluída na descrição, ficando o chamado com a situação “Solucionado”.
7. O usuário irá receber um e-mail, indicando que o chamado foi solucionado e a solução que foi aplicada. Neste caso, o usuário deverá aprovar ou recusar a solução e preencher a pesquisa de satisfação para que o chamado seja efetivamente finalizado. Em caso de recusa da solução o chamado será automaticamente reaberto. Caso o usuário não aprove ou recuse a solução em até 48 horas, o chamado será finalizado automaticamente pelo sistema.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.001 RECEBER E EXECUTAR CHAMADO ATRAVÉS DA FERRAMENTA GLPI.docx
81,"Como liberar perfil no sistema AGHUX?


","Para liberar o perfil no sistema AGHUx, primeiramente efetue uma busca pelo nome do colaborador através do módulo Servidores, usando o menu Outros Módulos > Colaborador > Administrar Servidor > Servidores. Busque o nome do colaborador no campo Pessoa e clique em pesquisar. Clique sobre o botão editar para verificar os dados do servidor. Após verificar qual perfil deverá ser atribuído para o colaborador, faça a importação do usuário para o AGHUx, através do menu Outros Módulos > Configuração > Acesso > Usuário. Digite o login do colaborador e clique em Pesquisar. Caso seja um colaborador novo, clique em Importar Usuário e faça novamente a pesquisa pelo login do Servidor. Caso o sistema apresente o login na listagem, clique em Adicionar e preencha as informações do usuário, informando o e-mail pessoal ou institucional do colaborador e marcando que o usuário está ativo. Para adicionar o perfil ao usuário, clique em Editar Perfil, preencha o nome do perfil, selecione-o no menu suspenso e clique em Adicionar. Após adicionar os perfis, clique em Gravar, para finalizar a vinculação dos perfis ao usuário do colaborador. Para vincular o usuário ao cadastro do Servidor, insira o login do funcionário no campo Login, dentro do cadastro do Servidor, através do menu Outros Módulos > Colaborador > Administrar Servidor > Servidores. Verifique se o login já está associado ao cadastro do servidor. Caso não esteja, digite o login no campo login, selecione-o no menu suspenso e pressione o botão Gravar.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.003 ATRIBUIR PERFIL DE ACESSO AO SISTEMA AGHUX.docx
82,"Como liberar perfil no sistema ADS Hospitalar?



","Para atribuir o perfil de acesso ao sistema ADSHospitalar, é necessário acessar o sistema ADSAcesso, verificar se o colaborador já possui cadastro de usuário, e em seguida, criar o acesso ao sistema no menu Senhas. No formulário de cadastro de acesso, preencha os campos Cliente, Usuário, Sistema e Login de acordo com o tipo de colaborador (assistencial/médico/administrativo). Informe uma senha padrão (que não será informada ao usuário). Se o usuário já possuir cadastro, verifique os perfis que ele acessa via base de dados e remova os acessos indevidos, conforme a tabela padrão de perfis no One Drive da USID. No cadastro do usuário, adicione a permissão com base na planilha de perfil do One Drive da USID e remova os grupos que não estão na listagem padrão de Grupos do ADS Hospitalar. Acesse o sistema ADSAcesso, vá no menu Grupos, pesquise o grupo desejado e edite-o para incluir ou remover o usuário, salvando as alterações.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.004 ATRIBUIR PERFIL NO SISTEMA ADSHOSPITALAR.docx
83,"Como criar agenda de consultas no sistema ADS Hospitalar?



","Para criar uma agenda de consultas ambulatoriais no sistema ADSHospitalar, siga estes passos:

1.  Acesse o sistema ADSHospitalar e vá no menu Cadastros -> Profissionais.
2.  Na tela de Profissionais, digite o nome do profissional para o qual será criada a grade e selecione a opção Buscar.
3.  Caso o cadastro não exista, selecione a opção + Cadastrar Profissional. Preencha todos os dados e selecione a opção Salvar. Importante: em caso de criação de grade para equipe (nome da equipe, ao invés de nome de profissional), será necessário informar um número de conselho fictício, que contenha 10 dígitos.
4.  No cadastro do profissional, confira se a especialidade está correta e se necessário, atualize o cadastro.
5.  Após atualizar o cadastro do profissional, inclua o profissional ao serviço solicitado, indo no menu Agenda -> Serviço X Profissional. Na tela do sistema, selecione o serviço e o profissional e clique no botão OK para salvar.
6.  Após a vinculação do profissional ao serviço, crie a grade ambulatorial, indo no menu Agenda -> Profissionais X HR. Atendimento. O sistema irá apresentar a tela para a inclusão da grade. Selecione o serviço e o profissional, clicando no botão OK para verificar se já existe uma grade criada.
7.  Caso não exista nenhuma grade criada para o serviço/profissional, preencha os campos para a criação da grade, conforme os dados informados no chamado GLPI. Após o preenchimento, selecione a opção OK para salvar a grade.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.012 CRIAR AGENDA DE CONSULTAS AMBULATORIAIS NO SISTEMA ADSHOSPITALAR.docx
84,"Como excluir uma APAC?



","Para excluir uma APAC, a TI toma conhecimento da necessidade através de um chamado aberto no GLPI, onde devem constar o nome completo do paciente e o número ou data da APAC. Ao invés de excluir, a APAC é inativada no banco de dados, alterando o status para 'I' (inativo). Para isso, é necessário buscar o ID da solicitação referente à APAC informada através do nome do paciente e, em seguida, executar o comando `UPDATE po_apacs_solicitacoes SET status = 'I' WHERE id = 00000;` substituindo o ID.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.029 EXCLUIR UMA APAC.docx
85,"Como ingressar um computador no AD?



","Para ingressar um computador com Windows 10 no Active Directory (AD) da EBSERH, siga os seguintes passos:

1.  Verifique se o computador já possui cadastro no Active Directory. Consulte no AD, utilizando o botão Localizar (EBSERH > HEPEL > Botão Direito > Localizar). Se a máquina possuir etiqueta no padrão HEPEL-WK-0XXXX, verifique se o cadastro já está habilitado. Se for uma máquina nova, cadastre-a no AD antes de iniciar o processo. Use o RSAT, clique em HEPEL > Computadores > Novo > Computador, informe o nome no padrão HEPEL-WK-0XXXX, observando a numeração do último computador já cadastrado. Após cadastrar, clique com o botão direito, selecione propriedades e escreva a descrição da máquina, no padrão adotado pelo SETISD, que envolve a descrição da Localização + Sub localização.
2.  Faça login no computador utilizando o usuário administrador local da máquina.
3.  Para trocar o nome do computador e a descrição, pressione a tecla Windows + tecla Pause/Break, selecione Alterar configurações, altere a Descrição do computador, depois selecione Alterar... e mude o Nome do computador. Pressione OK, salve as configurações e reinicie a máquina.
4.  Após reiniciar, faça login com o administrador local novamente.
5.  Ingresse o computador no domínio EBSERH através do ID de Rede. Pressione a tecla Windows + tecla Pause/Break, selecione Alterar configurações, depois escolha ID de rede. Na próxima tela, selecione a opção “Este computador faz parte de uma rede corporativa” e pressione Avançar. Após isso, selecione “Minha empresa usa uma rede com domínio” e pressione Avançar. Irá aparecer uma tela com informações para prosseguir com a operação, pressione Avançar. Informe o nome do usuário, a senha e o nome do domínio EBSERHNET.EBSERH.GOV.BR.
6.  Irá abrir uma tela informando que foi encontrada uma conta para este computador e perguntando se deseja utilizá-la, pressione Não. Irá abrir uma tela pedindo para confirmar o nome do computador e o domínio, preencha os dados e avance para a próxima etapa. Informe novamente o nome do usuário administrador da rede (adm.lcosta), a senha e o domínio EBSERHNET.EBSERH.GOV.BR.
7.  Na próxima tela, irá perguntar se você deseja adicionar o usuário como usuário de domínio, pressione Sim. Conceda o nível de acesso Administrador para o usuário e pressione Avançar.
8.  Pressione Concluir, depois clique em OK e reinicie a máquina. Faça login com o usuário, para criar o perfil no computador.
9.  Desabilite o firewall do Windows. Pressione Windows + R, escreva firewall.cpl, clique em OK, selecione “Ativar ou Desativar o Windows Defender Firewall” e desative o firewall.

Após esses passos, o computador estará inserido no AD EBSERH.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.019 INGRESSAR UM COMPUTADOR COM WINDOWS 10 NO AD EBSERH.docx
86,"Como cadastrar leito no sistema AGHUX?



","Para cadastrar um novo leito no sistema AGHU, siga os passos: acesse o sistema AGHUx através do link https://aghu.heufpel.com.br/. No menu, vá em Internação -> Cadastros -> Quartos e Leitos -> Quartos e Leitos. Na tela de pesquisa, encontre a enfermaria desejada e clique no ícone de edição. Na tela Cadastrar Quarto, clique no botão Adicionar para criar um novo leito. Preencha todos os campos no formulário de cadastro de leitos e clique em Confirmar. Após incluir todos os leitos desejados, clique no botão Gravar. Para verificar o novo leito, vá no menu Internação -> Censo Diário dos Pacientes, selecione a unidade funcional e clique em Pesquisar. Se o leito estiver desativado, ative-o.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.011 CADASTRAR LEITOS NO SISTEMA AGHUX.docx
87,"Como atender alterações de dados nos sistemas?
","O Setor de Tecnologia da Informação e Saúde Digital poderá alterar dados em sistemas, caso alguma informação incorreta tenha sido registrada pelo usuário e o sistema não forneça funcionalidade para tal ajuste de dados. Esta alteração será realizada diretamente na base de dados, mediante justificativa do usuário através de chamado GLPI. Para dados assistenciais, a chefia da unidade/setor deverá abrir um processo no SEI, criar um despacho informando as alterações necessárias e a justificativa, assiná-lo e encaminhá-lo para a unidade USID/SETISD/SUP/HE-UFPel, e também abrir um chamado no sistema GLPI. Para dados administrativos, a abertura do chamado deverá ser realizada apenas via GLPI pela chefia do setor/unidade ou colaborador para o qual a chefia delegou formalmente esta função, justificando a alteração. A equipe técnica deverá verificar o chamado e atribuí-lo ao colaborador responsável pela solução. A USID deverá analisar a solicitação e, caso a alteração seja em relação a sistemas desenvolvidos pela Sede, deverá ser aberto um chamado através da ferramenta SAPE Sistemas, e o número do SAPE deverá ser incluído no acompanhamento do chamado GLPI. Caso seja um sistema desenvolvido pelo Hospital, a alteração deverá ser realizada via base de dados. Deverá ser incluído no chamado GLPI as fotos do sistema antes e depois da alteração, contendo os dados. Após a solução, o chamado GLPI deverá ser finalizado. Caso também tenha sido aberto processo no SEI, o mesmo deverá ser concluído, através de um despacho informando o número do GLPI. Nos acompanhamentos do chamado no GLPI também deverá constar o número do processo SEI. Caso esteja aguardando resolução pela sede, o chamado deverá permanecer com a situação “Pendente” e o número do chamado no SAPE deverá ser adicionado ao acompanhando da ferramenta GLPI.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.008 ATENDER SOLICITAÇÃO DE ALTERAÇÃO DE DADOS EM SISTEMAS.docx
88,"Como gerar relatório mensal da terceirizada?
","Para gerar o relatório mensal de tarefas concluídas pela empresa terceirizada, o fiscal do contrato deve acessar a ferramenta Redmine com o login/senha de rede, selecionar o projeto desenvolvido pela empresa no mês, ir na aba Tarefas e filtrar pela situação diferente de Nova, adicionar o filtro Atribuído para com os nomes dos colaboradores da empresa, e colocar o filtro Início maior ou igual ao primeiro dia do mês para faturamento. Após aplicar o filtro, selecionar a opção CSV e Exportar.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.014 GERAR RELATÓRIO MENSAL DE TAREFAS CONCLUÍDAS PELA EMPRESA TERCEIRIZADA DE DESENVOLVIMENTO.docx
89,"Como gerar relatórios dos sistemas?
","O Setor de Tecnologia da Informação e Saúde Digital desenvolve relatórios a partir de dados gerados por sistemas de informação da instituição para atender necessidades de informações adicionais, não disponíveis no sistema, ou compiladas para serem analisadas. Os relatórios podem ser solicitados pelas chefias de unidade/setor, estatístico do hospital ou Gerência de Ensino e Pesquisa (GEP). A solicitação é feita via GLPI, e no caso da GEP, deve haver um projeto formalizado para justificar a extração dos dados. A equipe técnica verifica o chamado no GLPI e atribui ao grupo SETISD - Sistemas. O relatório é desenvolvido em Excel ou Power BI e disponibilizado no chamado, incluindo a consulta SQL utilizada, que também é armazenada no One Drive da USID. Se o relatório for periódico, a chefia deve solicitar a inclusão no sistema ADS Hospitalar ou Painel de Gestão.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.007 ATENDER SOLICITAÇÃO PARA GERAÇÃO DE RELATÓRIOS DE SISTEMAS.docx
90,"Como fazer melhorias dos sistemas?
","Para solicitar melhorias ou novas funcionalidades nos sistemas do Hospital, a chefia ou chefia substituta de uma unidade/setor deve abrir um chamado através da ferramenta GLPI para o Setor de Tecnologia da Informação e Saúde Digital. A equipe técnica verifica o chamado, atribui ao grupo SETISD - Sistemas e, caso o chamado tenha sido aberto por um colaborador que não é chefia, ele é solucionado indicando essa razão. Um colaborador do SETISD - Sistemas verifica o chamado, atribui para si e atualiza a situação para “Em atendimento”. É realizada uma reunião para esclarecimento da demanda e levantamento dos requisitos iniciais. Após isso, a demanda é encaminhada ao Comitê de Tecnologia da Informação para aprovação e priorização. Se aprovada, a melhoria entra na fila de desenvolvimento, e o colaborador do SETISD - Sistemas atualiza o chamado no GLPI, informando a aprovação ou não pelo comitê de TI. Se aprovada, a demanda tem seus requisitos validados, e é desenvolvida ou alterada a História de Usuário, com a contagem de pontos de função. A História de Usuário é armazenada no One Drive da USID. Após a validação da História de Usuário pelo requisitante, o chamado GLPI é atualizado para “Lista de Espera”, aguardando o desenvolvimento. No Redmine, é criada uma tarefa para a demanda, incluindo os requisitos, a contagem de pontos de função e a referência ao chamado GLPI. O GLPI é atualizado com o número da tarefa do Redmine e a estimativa de prazo. Após o início do desenvolvimento, a tarefa no Redmine é atualizada para “em andamento” e o chamado GLPI para “em atendimento”. Em caso de programador de empresa terceirizada, ele deve desenvolver a demanda no prazo estabelecido pela contagem de pontos de função, indicada na tarefa.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.006 ATENDER SOLICITAÇÃO DE MELHORIAS E NOVAS FUNCIONALIDADES EM SISTEMAS.docx
91,"Como habilitar internação no AGHUX?

","Para habilitar um procedimento de internação no sistema AGHU, siga os passos:

1.  Acesse o sistema AGHU através do endereço http://aghu.heufpel.com.br, utilizando seu login e senha de rede.
2.  No sistema AGHU, acesse o menu Financeiro -> Faturamento -> Cadastros -> Tabelas -> Item Procedimento Hospitalar.
3.  Na tela de listagem de procedimentos, digite o código do procedimento no campo Código SUS e selecione a opção Pesquisar.
4.  Após encontrar o cadastro, selecione a opção Editar para acessar os dados de cadastro do procedimento.
5.  No cadastro do procedimento, marque a opção Internação e após selecione a opção Gravar, que fica no final da página, para salvar os dados.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.009 HABILITAR PROCEDIMENTO DE INTERNAÇÃO NO SISTEMA AGHU.docx
92,"Como criar tarefa de desenvolvimento?


","Para criar uma tarefa de desenvolvimento no Redmine, siga estes passos:

1.  Acesse a ferramenta Redmine através do endereço http://projetos.heufpel.com.br/redmine, utilizando o login e senha de rede.
2.  Acesse o menu Projetos e escolha o sistema desejado (ex: Sistema ADSHospitalar, Sistema ADSNutri).
3.  Na aba Tarefas, selecione a opção Nova Tarefa.
4.  Preencha os campos do formulário, como Tipo (defeito, melhoria, etc.), Título (incluir 'OS' + número da ordem de serviço, se aplicável), Situação (Nova, Em Andamento, etc.), Atribuído para (programador ou equipe), e adicione os Arquivos necessários (histórias de usuários, contagem de pontos de função, ordem de serviço, etc.).
5.  Atualize o campo Início com a data de início da tarefa.
6.  Preencha o Tempo estimado, calculando 4 horas por ponto de função para melhorias em PHP/HTML/Javascript, ou definindo o prazo de duas horas para defeitos/garantia de pós-publicação.",Esta resposta foi formulada com base no(s) documento(s): POP.SETISD.015 CRIAR TAREFA DE DESENVOLVIMENTO DE SISTEMAS NO REDMINE.docx
